GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,EMP_N,PAYQTR1,PAYQTR1_N,PAYANN,PAYANN_N
8610000US63073,63073,"ZIP 63073 (Saint Albans, MO)",00,Total for all sectors,2008,27,e,S,1944,H,10311,H
8610000US63074,63074,"ZIP 63074 (Saint Ann, MO)",00,Total for all sectors,2008,315,4405,G,20395,G,88157,G
8610000US63077,63077,"ZIP 63077 (Saint Clair, MO)",00,Total for all sectors,2008,256,2881,G,20440,G,82547,G
8610000US63079,63079,"ZIP 63079 (Stanton, MO)",00,Total for all sectors,2008,6,12,G,39,G,160,G
8610000US63080,63080,"ZIP 63080 (Sullivan, MO)",00,Total for all sectors,2008,348,5357,G,34262,G,142307,G
8610000US63084,63084,"ZIP 63084 (Union, MO)",00,Total for all sectors,2008,474,5780,G,39203,G,165410,G
8610000US63087,63087,"ZIP 63087 (Valles Mines, MO)",00,Total for all sectors,2008,5,5,G,16,G,110,G
8610000US63088,63088,"ZIP 63088 (Valley Park, MO)",00,Total for all sectors,2008,243,3178,G,22296,G,98827,G
8610000US63089,63089,"ZIP 63089 (Villa Ridge, MO)",00,Total for all sectors,2008,86,631,H,4289,H,17473,H
8610000US63090,63090,"ZIP 63090 (Washington, MO)",00,Total for all sectors,2008,823,12583,G,92814,G,391505,G
8610000US63091,63091,"ZIP 63091 (Rosebud, MO)",00,Total for all sectors,2008,29,138,G,669,G,2876,G
8610000US63099,63099,"ZIP 63099 (Fenton, MO)",00,Total for all sectors,2008,9,h,D,D,D,D,D
8610000US63101,63101,"ZIP 63101 (Saint Louis, MO)",00,Total for all sectors,2008,643,22165,G,429904,G,1398733,G
8610000US63102,63102,"ZIP 63102 (Saint Louis, MO)",00,Total for all sectors,2008,547,21268,G,295425,G,1226351,G
8610000US63103,63103,"ZIP 63103 (Saint Louis, MO)",00,Total for all sectors,2008,734,33420,G,431463,G,1527817,G
8610000US63104,63104,"ZIP 63104 (Saint Louis, MO)",00,Total for all sectors,2008,553,14242,G,154935,G,663101,G
8610000US63105,63105,"ZIP 63105 (Saint Louis, MO)",00,Total for all sectors,2008,1602,29555,G,540940,G,2126272,G
8610000US63106,63106,"ZIP 63106 (Saint Louis, MO)",00,Total for all sectors,2008,198,5219,H,52359,G,196955,G
8610000US63107,63107,"ZIP 63107 (Saint Louis, MO)",00,Total for all sectors,2008,165,1610,G,10212,G,42422,G
8610000US63108,63108,"ZIP 63108 (Saint Louis, MO)",00,Total for all sectors,2008,759,12402,G,98854,G,394684,G
8610000US63109,63109,"ZIP 63109 (Saint Louis, MO)",00,Total for all sectors,2008,535,4879,G,28400,G,121823,G
8610000US63110,63110,"ZIP 63110 (Saint Louis, MO)",00,Total for all sectors,2008,757,31950,G,349194,G,1437482,G
8610000US63111,63111,"ZIP 63111 (Saint Louis, MO)",00,Total for all sectors,2008,288,4843,G,43022,G,175241,G
8610000US63112,63112,"ZIP 63112 (Saint Louis, MO)",00,Total for all sectors,2008,209,3424,G,23314,G,109418,G
8610000US63113,63113,"ZIP 63113 (Saint Louis, MO)",00,Total for all sectors,2008,201,2623,G,17560,G,68619,G
8610000US63114,63114,"ZIP 63114 (Saint Louis, MO)",00,Total for all sectors,2008,766,19071,G,194322,G,812587,G
8610000US63115,63115,"ZIP 63115 (Saint Louis, MO)",00,Total for all sectors,2008,262,2693,G,20063,G,87240,G
8610000US63116,63116,"ZIP 63116 (Saint Louis, MO)",00,Total for all sectors,2008,543,7308,G,53805,G,222022,G
8610000US63117,63117,"ZIP 63117 (Saint Louis, MO)",00,Total for all sectors,2008,1009,12705,G,115704,G,471924,G
8610000US63118,63118,"ZIP 63118 (Saint Louis, MO)",00,Total for all sectors,2008,518,18041,G,299506,H,2022285,H
8610000US63119,63119,"ZIP 63119 (Saint Louis, MO)",00,Total for all sectors,2008,1094,13811,G,108806,G,456765,G
8610000US63120,63120,"ZIP 63120 (Saint Louis, MO)",00,Total for all sectors,2008,136,4176,G,43877,G,173873,G
8610000US63121,63121,"ZIP 63121 (Saint Louis, MO)",00,Total for all sectors,2008,287,5104,G,93847,H,360958,H
8610000US63122,63122,"ZIP 63122 (Saint Louis, MO)",00,Total for all sectors,2008,1294,18511,G,159124,G,661042,G
8610000US63123,63123,"ZIP 63123 (Saint Louis, MO)",00,Total for all sectors,2008,918,12159,G,105944,G,453938,G
8610000US63124,63124,"ZIP 63124 (Saint Louis, MO)",00,Total for all sectors,2008,460,12514,H,164271,H,564242,H
8610000US63125,63125,"ZIP 63125 (Saint Louis, MO)",00,Total for all sectors,2008,618,9601,G,89051,G,374714,G
8610000US63126,63126,"ZIP 63126 (Saint Louis, MO)",00,Total for all sectors,2008,633,6505,G,45917,G,178753,G
8610000US63127,63127,"ZIP 63127 (Saint Louis, MO)",00,Total for all sectors,2008,443,8226,G,94608,G,392847,G
8610000US63128,63128,"ZIP 63128 (Saint Louis, MO)",00,Total for all sectors,2008,809,14021,G,130095,G,542864,G
8610000US63129,63129,"ZIP 63129 (Saint Louis, MO)",00,Total for all sectors,2008,1051,12772,G,78736,G,325266,G
8610000US63130,63130,"ZIP 63130 (Saint Louis, MO)",00,Total for all sectors,2008,553,j,D,D,D,D,D
8610000US63131,63131,"ZIP 63131 (Saint Louis, MO)",00,Total for all sectors,2008,1243,21645,G,271925,G,1056609,G
8610000US63132,63132,"ZIP 63132 (Saint Louis, MO)",00,Total for all sectors,2008,934,24413,G,270925,G,1086675,G
8610000US63133,63133,"ZIP 63133 (Saint Louis, MO)",00,Total for all sectors,2008,180,5130,G,44743,G,177988,G
8610000US63134,63134,"ZIP 63134 (Saint Louis, MO)",00,Total for all sectors,2008,310,17708,G,397781,G,1531370,G
8610000US63135,63135,"ZIP 63135 (Saint Louis, MO)",00,Total for all sectors,2008,266,3081,G,18741,G,75415,G
8610000US63136,63136,"ZIP 63136 (Saint Louis, MO)",00,Total for all sectors,2008,599,10270,G,101866,G,528515,G
8610000US63137,63137,"ZIP 63137 (Saint Louis, MO)",00,Total for all sectors,2008,154,1551,G,9472,G,42355,G
8610000US63138,63138,"ZIP 63138 (Saint Louis, MO)",00,Total for all sectors,2008,196,2212,G,13476,G,56209,G
8610000US63139,63139,"ZIP 63139 (Saint Louis, MO)",00,Total for all sectors,2008,675,11084,G,89769,G,373754,G
8610000US63140,63140,"ZIP 63140 (Saint Louis, MO)",00,Total for all sectors,2008,17,364,H,3394,H,11025,H
8610000US63141,63141,"ZIP 63141 (Saint Louis, MO)",00,Total for all sectors,2008,1901,50162,G,714999,G,2783364,G
8610000US63143,63143,"ZIP 63143 (Saint Louis, MO)",00,Total for all sectors,2008,421,7928,G,76855,G,318001,G
8610000US63144,63144,"ZIP 63144 (Saint Louis, MO)",00,Total for all sectors,2008,707,13517,G,143456,G,569228,G
8610000US63145,63145,"ZIP 63145 (Saint Louis, MO)",00,Total for all sectors,2008,50,4223,G,50935,G,208554,G
8610000US63146,63146,"ZIP 63146 (Saint Louis, MO)",00,Total for all sectors,2008,1054,24599,G,297314,G,1124042,G
8610000US63147,63147,"ZIP 63147 (Saint Louis, MO)",00,Total for all sectors,2008,321,10523,G,112205,G,456633,G
8610000US63150,63150,"ZIP 63150 (Saint Louis, MO)",00,Total for all sectors,2008,1,a,D,D,D,D,D
8610000US63151,63151,"ZIP 63151 (Saint Louis, MO)",00,Total for all sectors,2008,13,141,H,1395,H,6067,H
8610000US63155,63155,"ZIP 63155 (Saint Louis, MO)",00,Total for all sectors,2008,2,a,D,D,D,D,D
8610000US63156,63156,"ZIP 63156 (Saint Louis, MO)",00,Total for all sectors,2008,3,29,G,105,G,399,G
8610000US63157,63157,"ZIP 63157 (Saint Louis, MO)",00,Total for all sectors,2008,2,a,D,D,D,D,D
8610000US63158,63158,"ZIP 63158 (Saint Louis, MO)",00,Total for all sectors,2008,3,a,D,D,D,D,D
8610000US63163,63163,"ZIP 63163 (Saint Louis, MO)",00,Total for all sectors,2008,16,410,G,3355,G,13998,G
8610000US63164,63164,"ZIP 63164 (Saint Louis, MO)",00,Total for all sectors,2008,5,g,D,D,D,D,D
8610000US63166,63166,"ZIP 63166 (Saint Louis, MO)",00,Total for all sectors,2008,21,f,D,D,D,D,D
8610000US63167,63167,"ZIP 63167 (Saint Louis, MO)",00,Total for all sectors,2008,13,301,G,1933,G,9566,G
8610000US63177,63177,"ZIP 63177 (Saint Louis, MO)",00,Total for all sectors,2008,5,c,D,D,D,D,D
8610000US63178,63178,"ZIP 63178 (Saint Louis, MO)",00,Total for all sectors,2008,4,e,D,D,D,D,D
8610000US63180,63180,"ZIP 63180 (Saint Louis, MO)",00,Total for all sectors,2008,1,a,D,D,D,D,D
8610000US63188,63188,"ZIP 63188 (Saint Louis, MO)",00,Total for all sectors,2008,1,a,D,D,D,D,D
8610000US63197,63197,"ZIP 63197 (Saint Louis, MO)",00,Total for all sectors,2008,2,b,D,D,D,D,D
8610000US63198,63198,"ZIP 63198 (Saint Louis, MO)",00,Total for all sectors,2008,1,f,D,D,D,D,D
8610000US63199,63199,"ZIP 63199 (Saint Louis, MO)",00,Total for all sectors,2008,1,a,D,D,D,D,D
8610000US63301,63301,"ZIP 63301 (Saint Charles, MO)",00,Total for all sectors,2008,1397,26783,G,217451,G,894676,G
8610000US63302,63302,"ZIP 63302 (Saint Charles, MO)",00,Total for all sectors,2008,17,c,D,D,D,D,D
8610000US63303,63303,"ZIP 63303 (Saint Charles, MO)",00,Total for all sectors,2008,896,10256,G,72259,G,295698,G
8610000US63304,63304,"ZIP 63304 (Saint Charles, MO)",00,Total for all sectors,2008,913,11725,G,93379,G,393776,G
8610000US63330,63330,"ZIP 63330 (Annada, MO)",00,Total for all sectors,2008,1,a,D,D,D,D,D
8610000US63332,63332,"ZIP 63332 (Augusta, MO)",00,Total for all sectors,2008,41,273,G,997,G,5135,G
8610000US63333,63333,"ZIP 63333 (Bellflower, MO)",00,Total for all sectors,2008,9,50,H,276,H,995,H
8610000US63334,63334,"ZIP 63334 (Bowling Green, MO)",00,Total for all sectors,2008,174,1727,G,10235,G,43216,G
8610000US63336,63336,"ZIP 63336 (Clarksville, MO)",00,Total for all sectors,2008,30,290,G,3265,G,18099,G
8610000US63338,63338,"ZIP 63338 (Cottleville, MO)",00,Total for all sectors,2008,9,111,G,709,G,2966,G
8610000US63339,63339,"ZIP 63339 (Curryville, MO)",00,Total for all sectors,2008,13,b,D,D,D,D,D
8610000US63341,63341,"ZIP 63341 (Defiance, MO)",00,Total for all sectors,2008,95,569,G,4523,G,22200,G
8610000US63342,63342,"ZIP 63342 (Dutzow, MO)",00,Total for all sectors,2008,8,c,D,D,D,D,D
8610000US63343,63343,"ZIP 63343 (Elsberry, MO)",00,Total for all sectors,2008,93,353,G,1560,G,7622,G
8610000US63344,63344,"ZIP 63344 (Eolia, MO)",00,Total for all sectors,2008,23,c,S,1669,H,8478,H
8610000US63345,63345,"ZIP 63345 (Farber, MO)",00,Total for all sectors,2008,8,a,S,S,S,431,H
8610000US63346,63346,"ZIP 63346 (Flinthill, MO)",00,Total for all sectors,2008,6,88,H,642,G,2339,G
8610000US63347,63347,"ZIP 63347 (Foley, MO)",00,Total for all sectors,2008,15,74,G,469,G,1940,G
8610000US63348,63348,"ZIP 63348 (Foristell, MO)",00,Total for all sectors,2008,130,788,G,6249,G,25579,G
8610000US63349,63349,"ZIP 63349 (Hawk Point, MO)",00,Total for all sectors,2008,29,119,G,686,G,2763,G
8610000US63350,63350,"ZIP 63350 (High Hill, MO)",00,Total for all sectors,2008,15,c,D,D,D,D,D
8610000US63351,63351,"ZIP 63351 (Jonesburg, MO)",00,Total for all sectors,2008,45,555,H,3146,H,13086,H
8610000US63352,63352,"ZIP 63352 (Laddonia, MO)",00,Total for all sectors,2008,18,127,G,951,G,3738,G
8610000US63353,63353,"ZIP 63353 (Louisiana, MO)",00,Total for all sectors,2008,155,1797,G,12611,G,55114,G
8610000US63357,63357,"ZIP 63357 (Marthasville, MO)",00,Total for all sectors,2008,94,771,G,4930,G,23281,G
8610000US63359,63359,"ZIP 63359 (Middletown, MO)",00,Total for all sectors,2008,13,43,G,374,G,1418,G
8610000US63361,63361,"ZIP 63361 (Montgomery City, MO)",00,Total for all sectors,2008,131,895,G,5185,G,17403,G
8610000US63362,63362,"ZIP 63362 (Moscow Mills, MO)",00,Total for all sectors,2008,97,956,G,6687,G,30421,G
8610000US63363,63363,"ZIP 63363 (New Florence, MO)",00,Total for all sectors,2008,39,729,G,4687,G,20882,G
8610000US63365,63365,"ZIP 63365 (New Melle, MO)",00,Total for all sectors,2008,23,197,G,1706,G,7819,G
8610000US63366,63366,"ZIP 63366 (O Fallon, MO)",00,Total for all sectors,2008,1252,21962,G,173585,G,634206,G
8610000US63367,63367,"ZIP 63367 (Lake Saint Louis, MO)",00,Total for all sectors,2008,390,4488,G,36557,G,150802,G
8610000US63368,63368,"ZIP 63368 (O Fallon, MO)",00,Total for all sectors,2008,444,10047,G,131461,H,468770,H
8610000US63369,63369,"ZIP 63369 (Old Monroe, MO)",00,Total for all sectors,2008,45,329,G,2634,G,10550,G
8610000US63370,63370,"ZIP 63370 (Olney, MO)",00,Total for all sectors,2008,1,a,D,D,D,D,D
8610000US63373,63373,"ZIP 63373 (Portage Des Sioux, MO)",00,Total for all sectors,2008,15,40,G,222,H,1054,G
8610000US63376,63376,"ZIP 63376 (Saint Peters, MO)",00,Total for all sectors,2008,1680,25664,G,209604,G,834438,G
8610000US63377,63377,"ZIP 63377 (Silex, MO)",00,Total for all sectors,2008,43,326,G,1728,G,7332,G
8610000US63378,63378,"ZIP 63378 (Treloar, MO)",00,Total for all sectors,2008,1,a,D,D,D,D,D
8610000US63379,63379,"ZIP 63379 (Troy, MO)",00,Total for all sectors,2008,514,6014,G,40723,G,176981,G
8610000US63381,63381,"ZIP 63381 (Truxton, MO)",00,Total for all sectors,2008,2,a,D,D,D,D,D
8610000US63382,63382,"ZIP 63382 (Vandalia, MO)",00,Total for all sectors,2008,71,720,G,5364,H,20668,H
8610000US63383,63383,"ZIP 63383 (Warrenton, MO)",00,Total for all sectors,2008,366,3777,G,26478,G,103029,G
8610000US63384,63384,"ZIP 63384 (Wellsville, MO)",00,Total for all sectors,2008,42,264,G,1226,G,4686,G
8610000US63385,63385,"ZIP 63385 (Wentzville, MO)",00,Total for all sectors,2008,780,12880,G,124306,G,507458,G
8610000US63386,63386,"ZIP 63386 (West Alton, MO)",00,Total for all sectors,2008,20,341,G,6315,H,23882,H
8610000US63387,63387,"ZIP 63387 (Whiteside, MO)",00,Total for all sectors,2008,4,9,G,41,G,167,G
8610000US63388,63388,"ZIP 63388 (Williamsburg, MO)",00,Total for all sectors,2008,13,44,G,148,G,757,G
8610000US63389,63389,"ZIP 63389 (Winfield, MO)",00,Total for all sectors,2008,76,459,H,2762,G,12444,G
8610000US63390,63390,"ZIP 63390 (Wright City, MO)",00,Total for all sectors,2008,133,1286,G,8970,G,36210,G
8610000US63401,63401,"ZIP 63401 (Hannibal, MO)",00,Total for all sectors,2008,653,11197,H,76897,H,322932,H
8610000US63430,63430,"ZIP 63430 (Alexandria, MO)",00,Total for all sectors,2008,9,41,H,199,H,1099,H
8610000US63431,63431,"ZIP 63431 (Anabel, MO)",00,Total for all sectors,2008,3,b,D,D,D,D,D
8610000US63432,63432,"ZIP 63432 (Arbela, MO)",00,Total for all sectors,2008,6,11,G,24,G,128,H
8610000US63434,63434,"ZIP 63434 (Bethel, MO)",00,Total for all sectors,2008,11,35,G,204,G,1137,G
8610000US63435,63435,"ZIP 63435 (Canton, MO)",00,Total for all sectors,2008,83,1112,G,4996,G,21541,G
8610000US63436,63436,"ZIP 63436 (Center, MO)",00,Total for all sectors,2008,34,c,S,1043,G,4668,G
8610000US63437,63437,"ZIP 63437 (Clarence, MO)",00,Total for all sectors,2008,33,203,G,1401,G,4595,G
8610000US63438,63438,"ZIP 63438 (Durham, MO)",00,Total for all sectors,2008,3,2,G,10,G,55,G
8610000US63440,63440,"ZIP 63440 (Ewing, MO)",00,Total for all sectors,2008,25,137,G,399,G,1735,G
8610000US63441,63441,"ZIP 63441 (Frankford, MO)",00,Total for all sectors,2008,11,b,S,222,H,909,H
8610000US63442,63442,"ZIP 63442 (Granger, MO)",00,Total for all sectors,2008,4,28,G,151,G,569,G
8610000US63443,63443,"ZIP 63443 (Hunnewell, MO)",00,Total for all sectors,2008,3,a,D,D,D,D,D
8610000US63445,63445,"ZIP 63445 (Kahoka, MO)",00,Total for all sectors,2008,111,865,G,4275,G,18407,G
8610000US63446,63446,"ZIP 63446 (Knox City, MO)",00,Total for all sectors,2008,3,8,G,27,G,130,G
8610000US63447,63447,"ZIP 63447 (La Belle, MO)",00,Total for all sectors,2008,21,c,S,911,H,3873,H
8610000US63448,63448,"ZIP 63448 (La Grange, MO)",00,Total for all sectors,2008,22,e,D,D,D,D,D
8610000US63451,63451,"ZIP 63451 (Leonard, MO)",00,Total for all sectors,2008,5,18,G,71,G,290,G
8610000US63452,63452,"ZIP 63452 (Lewistown, MO)",00,Total for all sectors,2008,24,200,G,1323,H,5728,H
8610000US63453,63453,"ZIP 63453 (Luray, MO)",00,Total for all sectors,2008,1,a,D,D,D,D,D
8610000US63454,63454,"ZIP 63454 (Maywood, MO)",00,Total for all sectors,2008,9,b,S,56,G,266,G
8610000US63456,63456,"ZIP 63456 (Monroe City, MO)",00,Total for all sectors,2008,111,1540,G,8411,G,34114,G
8610000US63457,63457,"ZIP 63457 (Monticello, MO)",00,Total for all sectors,2008,6,b,S,171,H,644,H
8610000US63458,63458,"ZIP 63458 (Newark, MO)",00,Total for all sectors,2008,6,150,G,590,G,2348,G
8610000US63459,63459,"ZIP 63459 (New London, MO)",00,Total for all sectors,2008,61,307,G,2409,G,9904,G
8610000US63460,63460,"ZIP 63460 (Novelty, MO)",00,Total for all sectors,2008,10,74,G,472,G,2391,G
8610000US63461,63461,"ZIP 63461 (Palmyra, MO)",00,Total for all sectors,2008,156,1804,G,16777,H,69978,H
8610000US63462,63462,"ZIP 63462 (Perry, MO)",00,Total for all sectors,2008,43,343,H,2173,G,9813,G
8610000US63463,63463,"ZIP 63463 (Philadelphia, MO)",00,Total for all sectors,2008,7,b,S,S,S,551,H
8610000US63464,63464,"ZIP 63464 (Plevna, MO)",00,Total for all sectors,2008,1,a,D,D,D,D,D
8610000US63465,63465,"ZIP 63465 (Revere, MO)",00,Total for all sectors,2008,4,17,G,49,G,258,G
8610000US63468,63468,"ZIP 63468 (Shelbina, MO)",00,Total for all sectors,2008,97,964,G,6002,G,23876,G
8610000US63469,63469,"ZIP 63469 (Shelbyville, MO)",00,Total for all sectors,2008,26,87,G,307,G,1348,G
8610000US63471,63471,"ZIP 63471 (Taylor, MO)",00,Total for all sectors,2008,31,255,H,1403,H,6895,H
8610000US63472,63472,"ZIP 63472 (Wayland, MO)",00,Total for all sectors,2008,10,c,D,D,D,D,D
8610000US63473,63473,"ZIP 63473 (Williamstown, MO)",00,Total for all sectors,2008,3,a,D,D,D,D,D
8610000US63474,63474,"ZIP 63474 (Wyaconda, MO)",00,Total for all sectors,2008,7,36,G,191,G,875,G
8610000US63501,63501,"ZIP 63501 (Kirksville, MO)",00,Total for all sectors,2008,685,8392,G,48680,G,201714,G
8610000US63530,63530,"ZIP 63530 (Atlanta, MO)",00,Total for all sectors,2008,21,53,H,193,G,867,G
8610000US63531,63531,"ZIP 63531 (Baring, MO)",00,Total for all sectors,2008,6,a,D,D,D,D,D
8610000US63532,63532,"ZIP 63532 (Bevier, MO)",00,Total for all sectors,2008,18,120,G,380,G,1846,G
8610000US63533,63533,"ZIP 63533 (Brashear, MO)",00,Total for all sectors,2008,7,19,G,70,G,271,G
8610000US63534,63534,"ZIP 63534 (Callao, MO)",00,Total for all sectors,2008,7,a,S,62,H,316,G
8610000US63535,63535,"ZIP 63535 (Coatsville, MO)",00,Total for all sectors,2008,2,a,D,D,D,D,D
8610000US63536,63536,"ZIP 63536 (Downing, MO)",00,Total for all sectors,2008,11,31,G,103,G,440,G
8610000US63537,63537,"ZIP 63537 (Edina, MO)",00,Total for all sectors,2008,82,370,G,1876,G,8192,G
8610000US63538,63538,"ZIP 63538 (Elmer, MO)",00,Total for all sectors,2008,3,a,D,D,D,D,D
8610000US63540,63540,"ZIP 63540 (Gibbs, MO)",00,Total for all sectors,2008,2,a,D,D,D,D,D
8610000US63541,63541,"ZIP 63541 (Glenwood, MO)",00,Total for all sectors,2008,7,11,G,56,G,263,G
8610000US63543,63543,"ZIP 63543 (Gorin, MO)",00,Total for all sectors,2008,7,13,G,53,G,207,G
8610000US63544,63544,"ZIP 63544 (Green Castle, MO)",00,Total for all sectors,2008,4,a,D,D,D,D,D
8610000US63545,63545,"ZIP 63545 (Green City, MO)",00,Total for all sectors,2008,16,87,H,641,G,2828,G
8610000US63546,63546,"ZIP 63546 (Greentop, MO)",00,Total for all sectors,2008,12,b,S,204,H,1001,G
