GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQ1T,PAYANT
8610000US63143,63143,"ZIP 63143 (Saint Louis, MO)",00,Total for all sectors,2005,392,6284,55433,234425
8610000US63144,63144,"ZIP 63144 (Saint Louis, MO)",00,Total for all sectors,2005,772,14840,125941,534389
8610000US63145,63145,"ZIP 63145 (Saint Louis, MO)",00,Total for all sectors,2005,54,5264,53750,245400
8610000US63146,63146,"ZIP 63146 (Saint Louis, MO)",00,Total for all sectors,2005,1139,24694,244154,1020779
8610000US63147,63147,"ZIP 63147 (Saint Louis, MO)",00,Total for all sectors,2005,343,10931,111162,459732
8610000US63150,63150,"ZIP 63150 (Saint Louis, MO)",00,Total for all sectors,2005,1,a,D,D
8610000US63151,63151,"ZIP 63151 (Saint Louis, MO)",00,Total for all sectors,2005,13,44,264,949
8610000US63155,63155,"ZIP 63155 (Saint Louis, MO)",00,Total for all sectors,2005,2,b,D,D
8610000US63156,63156,"ZIP 63156 (Saint Louis, MO)",00,Total for all sectors,2005,6,109,227,1018
8610000US63157,63157,"ZIP 63157 (Saint Louis, MO)",00,Total for all sectors,2005,3,30,52,207
8610000US63158,63158,"ZIP 63158 (Saint Louis, MO)",00,Total for all sectors,2005,5,6,44,228
8610000US63163,63163,"ZIP 63163 (Saint Louis, MO)",00,Total for all sectors,2005,20,111,390,1980
8610000US63164,63164,"ZIP 63164 (Saint Louis, MO)",00,Total for all sectors,2005,5,h,D,D
8610000US63166,63166,"ZIP 63166 (Saint Louis, MO)",00,Total for all sectors,2005,26,542,3540,15160
8610000US63167,63167,"ZIP 63167 (Saint Louis, MO)",00,Total for all sectors,2005,15,h,D,D
8610000US63169,63169,"ZIP 63169 (Saint Louis, MO)",00,Total for all sectors,2005,2,a,D,D
8610000US63171,63171,"ZIP 63171 (Saint Louis, MO)",00,Total for all sectors,2005,1,a,D,D
8610000US63177,63177,"ZIP 63177 (Saint Louis, MO)",00,Total for all sectors,2005,6,c,D,D
8610000US63178,63178,"ZIP 63178 (Saint Louis, MO)",00,Total for all sectors,2005,6,e,D,D
8610000US63180,63180,"ZIP 63180 (Saint Louis, MO)",00,Total for all sectors,2005,1,a,D,D
8610000US63188,63188,"ZIP 63188 (Saint Louis, MO)",00,Total for all sectors,2005,1,a,D,D
8610000US63190,63190,"ZIP 63190 (Saint Louis, MO)",00,Total for all sectors,2005,2,a,D,D
8610000US63198,63198,"ZIP 63198 (Saint Louis, MO)",00,Total for all sectors,2005,1,f,D,D
8610000US63199,63199,"ZIP 63199 (Saint Louis, MO)",00,Total for all sectors,2005,1,a,D,D
8610000US63301,63301,"ZIP 63301 (Saint Charles, MO)",00,Total for all sectors,2005,1343,26373,183441,798246
8610000US63302,63302,"ZIP 63302 (Saint Charles, MO)",00,Total for all sectors,2005,21,260,2458,10834
8610000US63303,63303,"ZIP 63303 (Saint Charles, MO)",00,Total for all sectors,2005,904,10098,69962,278272
8610000US63304,63304,"ZIP 63304 (Saint Charles, MO)",00,Total for all sectors,2005,890,11176,83592,376831
8610000US63332,63332,"ZIP 63332 (Augusta, MO)",00,Total for all sectors,2005,42,234,1019,5411
8610000US63333,63333,"ZIP 63333 (Bellflower, MO)",00,Total for all sectors,2005,7,31,155,655
8610000US63334,63334,"ZIP 63334 (Bowling Green, MO)",00,Total for all sectors,2005,176,1532,7237,31408
8610000US63336,63336,"ZIP 63336 (Clarksville, MO)",00,Total for all sectors,2005,31,370,2800,11598
8610000US63338,63338,"ZIP 63338 (Cottleville, MO)",00,Total for all sectors,2005,7,148,756,2921
8610000US63339,63339,"ZIP 63339 (Curryville, MO)",00,Total for all sectors,2005,14,37,145,800
8610000US63341,63341,"ZIP 63341 (Defiance, MO)",00,Total for all sectors,2005,86,666,4518,24372
8610000US63342,63342,"ZIP 63342 (Dutzow, MO)",00,Total for all sectors,2005,9,134,1088,4935
8610000US63343,63343,"ZIP 63343 (Elsberry, MO)",00,Total for all sectors,2005,81,440,1815,9113
8610000US63344,63344,"ZIP 63344 (Eolia, MO)",00,Total for all sectors,2005,24,240,1398,7421
8610000US63345,63345,"ZIP 63345 (Farber, MO)",00,Total for all sectors,2005,9,14,88,332
8610000US63346,63346,"ZIP 63346 (Flinthill, MO)",00,Total for all sectors,2005,5,65,412,1589
8610000US63347,63347,"ZIP 63347 (Foley, MO)",00,Total for all sectors,2005,27,130,696,3425
8610000US63348,63348,"ZIP 63348 (Foristell, MO)",00,Total for all sectors,2005,106,941,7418,31548
8610000US63349,63349,"ZIP 63349 (Hawk Point, MO)",00,Total for all sectors,2005,30,128,745,3580
8610000US63350,63350,"ZIP 63350 (High Hill, MO)",00,Total for all sectors,2005,16,112,818,3706
8610000US63351,63351,"ZIP 63351 (Jonesburg, MO)",00,Total for all sectors,2005,40,529,2947,13705
8610000US63352,63352,"ZIP 63352 (Laddonia, MO)",00,Total for all sectors,2005,18,89,352,1745
8610000US63353,63353,"ZIP 63353 (Louisiana, MO)",00,Total for all sectors,2005,159,2411,12776,58808
8610000US63357,63357,"ZIP 63357 (Marthasville, MO)",00,Total for all sectors,2005,88,770,4417,21230
8610000US63359,63359,"ZIP 63359 (Middletown, MO)",00,Total for all sectors,2005,10,22,100,525
8610000US63361,63361,"ZIP 63361 (Montgomery City, MO)",00,Total for all sectors,2005,141,872,5031,20227
8610000US63362,63362,"ZIP 63362 (Moscow Mills, MO)",00,Total for all sectors,2005,91,874,5611,28991
8610000US63363,63363,"ZIP 63363 (New Florence, MO)",00,Total for all sectors,2005,40,546,2379,11629
8610000US63365,63365,"ZIP 63365 (New Melle, MO)",00,Total for all sectors,2005,22,192,1280,5846
8610000US63366,63366,"ZIP 63366 (O Fallon, MO)",00,Total for all sectors,2005,1324,24473,223937,822837
8610000US63367,63367,"ZIP 63367 (Lake Saint Louis, MO)",00,Total for all sectors,2005,285,2781,21688,102012
8610000US63368,63368,"ZIP 63368(O FALLON,MO)",00,Total for all sectors,2005,174,4781,69243,239667
8610000US63369,63369,"ZIP 63369 (Old Monroe, MO)",00,Total for all sectors,2005,40,348,2739,12099
8610000US63370,63370,"ZIP 63370 (Olney, MO)",00,Total for all sectors,2005,2,a,D,D
8610000US63373,63373,"ZIP 63373 (Portage Des Sioux, MO)",00,Total for all sectors,2005,15,27,97,689
8610000US63376,63376,"ZIP 63376 (Saint Peters, MO)",00,Total for all sectors,2005,1654,24451,161901,735546
8610000US63377,63377,"ZIP 63377 (Silex, MO)",00,Total for all sectors,2005,41,314,1446,6841
8610000US63378,63378,"ZIP 63378 (Treloar, MO)",00,Total for all sectors,2005,4,8,36,140
8610000US63379,63379,"ZIP 63379 (Troy, MO)",00,Total for all sectors,2005,490,6101,39534,183513
8610000US63381,63381,"ZIP 63381 (Truxton, MO)",00,Total for all sectors,2005,2,a,D,D
8610000US63382,63382,"ZIP 63382 (Vandalia, MO)",00,Total for all sectors,2005,89,1032,7296,30025
8610000US63383,63383,"ZIP 63383 (Warrenton, MO)",00,Total for all sectors,2005,389,3863,18811,87800
8610000US63384,63384,"ZIP 63384 (Wellsville, MO)",00,Total for all sectors,2005,42,218,993,4146
8610000US63385,63385,"ZIP 63385 (Wentzville, MO)",00,Total for all sectors,2005,676,11326,124790,537553
8610000US63386,63386,"ZIP 63386 (West Alton, MO)",00,Total for all sectors,2005,18,282,4442,17588
8610000US63387,63387,"ZIP 63387 (Whiteside, MO)",00,Total for all sectors,2005,4,10,54,252
8610000US63388,63388,"ZIP 63388 (Williamsburg, MO)",00,Total for all sectors,2005,14,80,292,1049
8610000US63389,63389,"ZIP 63389 (Winfield, MO)",00,Total for all sectors,2005,83,505,2288,11559
8610000US63390,63390,"ZIP 63390 (Wright City, MO)",00,Total for all sectors,2005,123,1444,9218,40336
8610000US63401,63401,"ZIP 63401 (Hannibal, MO)",00,Total for all sectors,2005,692,11023,65452,285461
8610000US63430,63430,"ZIP 63430 (Alexandria, MO)",00,Total for all sectors,2005,10,60,229,1149
8610000US63431,63431,"ZIP 63431 (Anabel, MO)",00,Total for all sectors,2005,3,b,D,D
8610000US63432,63432,"ZIP 63432 (Arbela, MO)",00,Total for all sectors,2005,6,12,28,142
8610000US63434,63434,"ZIP 63434 (Bethel, MO)",00,Total for all sectors,2005,12,54,224,1226
8610000US63435,63435,"ZIP 63435 (Canton, MO)",00,Total for all sectors,2005,90,850,4419,19112
8610000US63436,63436,"ZIP 63436 (Center, MO)",00,Total for all sectors,2005,35,155,566,2652
8610000US63437,63437,"ZIP 63437 (Clarence, MO)",00,Total for all sectors,2005,38,178,891,3099
8610000US63438,63438,"ZIP 63438 (Durham, MO)",00,Total for all sectors,2005,2,a,D,D
8610000US63440,63440,"ZIP 63440 (Ewing, MO)",00,Total for all sectors,2005,25,170,459,1983
8610000US63441,63441,"ZIP 63441 (Frankford, MO)",00,Total for all sectors,2005,12,46,176,758
8610000US63442,63442,"ZIP 63442 (Granger, MO)",00,Total for all sectors,2005,2,b,D,D
8610000US63443,63443,"ZIP 63443 (Hunnewell, MO)",00,Total for all sectors,2005,7,a,D,D
8610000US63445,63445,"ZIP 63445 (Kahoka, MO)",00,Total for all sectors,2005,109,808,3631,15804
8610000US63446,63446,"ZIP 63446 (Knox City, MO)",00,Total for all sectors,2005,10,13,54,263
8610000US63447,63447,"ZIP 63447 (La Belle, MO)",00,Total for all sectors,2005,27,269,872,3825
8610000US63448,63448,"ZIP 63448 (La Grange, MO)",00,Total for all sectors,2005,28,406,1811,8261
8610000US63450,63450,"ZIP 63450 (Lentner, MO)",00,Total for all sectors,2005,1,a,D,D
8610000US63451,63451,"ZIP 63451 (Leonard, MO)",00,Total for all sectors,2005,6,16,66,315
8610000US63452,63452,"ZIP 63452 (Lewistown, MO)",00,Total for all sectors,2005,24,188,1120,4948
8610000US63453,63453,"ZIP 63453 (Luray, MO)",00,Total for all sectors,2005,4,11,38,144
8610000US63454,63454,"ZIP 63454 (Maywood, MO)",00,Total for all sectors,2005,11,17,45,224
8610000US63456,63456,"ZIP 63456 (Monroe City, MO)",00,Total for all sectors,2005,117,1730,8414,36602
8610000US63457,63457,"ZIP 63457 (Monticello, MO)",00,Total for all sectors,2005,9,25,158,462
8610000US63458,63458,"ZIP 63458 (Newark, MO)",00,Total for all sectors,2005,6,c,D,D
8610000US63459,63459,"ZIP 63459 (New London, MO)",00,Total for all sectors,2005,63,249,1776,8055
8610000US63460,63460,"ZIP 63460 (Novelty, MO)",00,Total for all sectors,2005,7,103,583,2810
8610000US63461,63461,"ZIP 63461 (Palmyra, MO)",00,Total for all sectors,2005,160,1835,15191,63397
8610000US63462,63462,"ZIP 63462 (Perry, MO)",00,Total for all sectors,2005,45,381,1914,8973
8610000US63463,63463,"ZIP 63463 (Philadelphia, MO)",00,Total for all sectors,2005,10,28,186,949
8610000US63464,63464,"ZIP 63464 (Plevna, MO)",00,Total for all sectors,2005,2,a,D,D
8610000US63465,63465,"ZIP 63465 (Revere, MO)",00,Total for all sectors,2005,4,13,65,283
8610000US63468,63468,"ZIP 63468 (Shelbina, MO)",00,Total for all sectors,2005,102,878,4831,20684
8610000US63469,63469,"ZIP 63469 (Shelbyville, MO)",00,Total for all sectors,2005,31,84,320,1569
8610000US63471,63471,"ZIP 63471 (Taylor, MO)",00,Total for all sectors,2005,42,239,1182,5404
8610000US63472,63472,"ZIP 63472 (Wayland, MO)",00,Total for all sectors,2005,6,40,153,695
8610000US63473,63473,"ZIP 63473 (Williamstown, MO)",00,Total for all sectors,2005,7,12,32,162
8610000US63474,63474,"ZIP 63474 (Wyaconda, MO)",00,Total for all sectors,2005,11,53,287,1217
8610000US63501,63501,"ZIP 63501 (Kirksville, MO)",00,Total for all sectors,2005,684,8553,46939,197738
8610000US63530,63530,"ZIP 63530 (Atlanta, MO)",00,Total for all sectors,2005,16,38,135,625
8610000US63531,63531,"ZIP 63531 (Baring, MO)",00,Total for all sectors,2005,8,18,77,320
8610000US63532,63532,"ZIP 63532 (Bevier, MO)",00,Total for all sectors,2005,19,131,380,1880
8610000US63533,63533,"ZIP 63533 (Brashear, MO)",00,Total for all sectors,2005,12,21,58,250
8610000US63534,63534,"ZIP 63534 (Callao, MO)",00,Total for all sectors,2005,11,21,69,410
8610000US63536,63536,"ZIP 63536 (Downing, MO)",00,Total for all sectors,2005,16,37,113,528
8610000US63537,63537,"ZIP 63537 (Edina, MO)",00,Total for all sectors,2005,82,375,1650,7501
8610000US63538,63538,"ZIP 63538 (Elmer, MO)",00,Total for all sectors,2005,2,a,D,D
8610000US63539,63539,"ZIP 63539 (Ethel, MO)",00,Total for all sectors,2005,1,a,D,D
8610000US63540,63540,"ZIP 63540 (Gibbs, MO)",00,Total for all sectors,2005,1,a,D,D
8610000US63541,63541,"ZIP 63541 (Glenwood, MO)",00,Total for all sectors,2005,6,a,D,D
8610000US63543,63543,"ZIP 63543 (Gorin, MO)",00,Total for all sectors,2005,10,17,61,258
8610000US63544,63544,"ZIP 63544 (Green Castle, MO)",00,Total for all sectors,2005,10,27,83,450
8610000US63545,63545,"ZIP 63545 (Green City, MO)",00,Total for all sectors,2005,24,140,748,3308
8610000US63546,63546,"ZIP 63546 (Greentop, MO)",00,Total for all sectors,2005,11,42,166,839
8610000US63547,63547,"ZIP 63547 (Hurdland, MO)",00,Total for all sectors,2005,11,38,323,1436
8610000US63548,63548,"ZIP 63548 (Lancaster, MO)",00,Total for all sectors,2005,56,209,1028,4924
8610000US63549,63549,"ZIP 63549 (La Plata, MO)",00,Total for all sectors,2005,46,154,764,3197
8610000US63551,63551,"ZIP 63551 (Livonia, MO)",00,Total for all sectors,2005,3,6,13,54
8610000US63552,63552,"ZIP 63552 (Macon, MO)",00,Total for all sectors,2005,301,3174,15449,68337
8610000US63555,63555,"ZIP 63555 (Memphis, MO)",00,Total for all sectors,2005,128,677,3113,13272
8610000US63556,63556,"ZIP 63556 (Milan, MO)",00,Total for all sectors,2005,108,1890,7339,47284
8610000US63557,63557,"ZIP 63557 (New Boston, MO)",00,Total for all sectors,2005,4,9,41,183
8610000US63558,63558,"ZIP 63558 (New Cambria, MO)",00,Total for all sectors,2005,18,87,326,1330
8610000US63559,63559,"ZIP 63559 (Novinger, MO)",00,Total for all sectors,2005,20,32,70,270
8610000US63560,63560,"ZIP 63560 (Pollock, MO)",00,Total for all sectors,2005,2,a,D,D
8610000US63561,63561,"ZIP 63561 (Queen City, MO)",00,Total for all sectors,2005,19,53,156,704
8610000US63563,63563,"ZIP 63563 (Rutledge, MO)",00,Total for all sectors,2005,13,45,139,563
8610000US63565,63565,"ZIP 63565 (Unionville, MO)",00,Total for all sectors,2005,93,657,2790,11823
8610000US63566,63566,"ZIP 63566 (Winigan, MO)",00,Total for all sectors,2005,6,18,62,277
8610000US63567,63567,"ZIP 63567 (Worthington, MO)",00,Total for all sectors,2005,3,a,D,D
8610000US63601,63601,"ZIP 63601 (Park Hills, MO)",00,Total for all sectors,2005,364,4492,22652,96822
8610000US63620,63620,"ZIP 63620 (Annapolis, MO)",00,Total for all sectors,2005,30,260,3004,11760
8610000US63621,63621,"ZIP 63621 (Arcadia, MO)",00,Total for all sectors,2005,43,210,745,3745
8610000US63622,63622,"ZIP 63622 (Belgrade, MO)",00,Total for all sectors,2005,14,47,188,942
8610000US63623,63623,"ZIP 63623 (Belleview, MO)",00,Total for all sectors,2005,19,117,401,1887
8610000US63624,63624,"ZIP 63624 (Bismarck, MO)",00,Total for all sectors,2005,51,271,1151,5282
8610000US63625,63625,"ZIP 63625 (Black, MO)",00,Total for all sectors,2005,9,115,473,1381
8610000US63626,63626,"ZIP 63626 (Blackwell, MO)",00,Total for all sectors,2005,13,b,D,D
8610000US63627,63627,"ZIP 63627 (Bloomsdale, MO)",00,Total for all sectors,2005,47,370,3519,17629
8610000US63628,63628,"ZIP 63628 (Bonne Terre, MO)",00,Total for all sectors,2005,229,1681,7748,33422
8610000US63629,63629,"ZIP 63629 (Bunker, MO)",00,Total for all sectors,2005,32,447,3371,15111
