GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQ1T,PAYANT
Geographic identifier code,Id2,Geographic area name,2002 NAICS code,Meaning of 2002 NAICS code,Year,Number of establishments,Number of employees,"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
8610000US63001,63001,"ZIP 63001 (Allenton, MO)",00,Total for all sectors,2006,8,50,204,893
8610000US63005,63005,"ZIP 63005 (Chesterfield, MO)",00,Total for all sectors,2006,949,18689,169483,717874
8610000US63006,63006,"ZIP 63006 (Chesterfield, MO)",00,Total for all sectors,2006,31,186,1813,6163
8610000US63010,63010,"ZIP 63010 (Arnold, MO)",00,Total for all sectors,2006,793,11097,64302,266379
8610000US63011,63011,"ZIP 63011 (Ballwin, MO)",00,Total for all sectors,2006,1408,18337,136543,577747
8610000US63012,63012,"ZIP 63012 (Barnhart, MO)",00,Total for all sectors,2006,146,1024,6882,30461
8610000US63013,63013,"ZIP 63013 (Beaufort, MO)",00,Total for all sectors,2006,39,173,836,3882
8610000US63014,63014,"ZIP 63014 (Berger, MO)",00,Total for all sectors,2006,8,38,204,867
8610000US63015,63015,"ZIP 63015 (Catawissa, MO)",00,Total for all sectors,2006,29,89,374,1939
8610000US63016,63016,"ZIP 63016 (Cedar Hill, MO)",00,Total for all sectors,2006,127,595,3566,15868
8610000US63017,63017,"ZIP 63017 (Chesterfield, MO)",00,Total for all sectors,2006,1751,34103,464855,1886145
8610000US63019,63019,"ZIP 63019 (Crystal City, MO)",00,Total for all sectors,2006,302,3011,21271,88731
8610000US63020,63020,"ZIP 63020 (De Soto, MO)",00,Total for all sectors,2006,336,2848,14313,62390
8610000US63021,63021,"ZIP 63021 (Ballwin, MO)",00,Total for all sectors,2006,840,7273,63907,250478
8610000US63022,63022,"ZIP 63022 (Ballwin, MO)",00,Total for all sectors,2006,17,85,441,2085
8610000US63023,63023,"ZIP 63023 (Dittmer, MO)",00,Total for all sectors,2006,58,219,1394,6206
8610000US63024,63024,"ZIP 63024 (Ballwin, MO)",00,Total for all sectors,2006,1,a,D,D
8610000US63025,63025,"ZIP 63025 (Eureka, MO)",00,Total for all sectors,2006,387,6920,31377,135856
