GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,YEAR.display-label,ESTAB,EMP,EMP_N,PAYQTR1,PAYQTR1_N,PAYANN,PAYANN_N
Geographic identifier code,Id2,Geographic area name,2002 NAICS code,Meaning of 2002 NAICS code,Year,Meaning of Year,Number of establishments,Number of employees,Noise range for number of employees (%),"First-quarter payroll ($1,000)",Noise range for first-quarter payroll (%),"Annual payroll ($1,000)",Noise range for annual payroll (%)
8610000US64657,64657,"ZIP 64657 (Mc Fall, MO)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US64658,64658,"ZIP 64658 (Marceline, MO)",00,Total for all sectors,2007,Reference year 2007,93,1775,G,12863,G,50306,G
8610000US64659,64659,"ZIP 64659 (Meadville, MO)",00,Total for all sectors,2007,Reference year 2007,21,57,H,308,G,1584,G
8610000US64660,64660,"ZIP 64660 (Mendon, MO)",00,Total for all sectors,2007,Reference year 2007,8,16,G,119,G,463,G
8610000US64661,64661,"ZIP 64661 (Mercer, MO)",00,Total for all sectors,2007,Reference year 2007,11,b,S,169,H,796,H
8610000US64664,64664,"ZIP 64664 (Mooresville, MO)",00,Total for all sectors,2007,Reference year 2007,4,11,G,30,G,183,G
8610000US64667,64667,"ZIP 64667 (Newtown, MO)",00,Total for all sectors,2007,Reference year 2007,6,17,G,67,H,349,H
8610000US64668,64668,"ZIP 64668 (Norborne, MO)",00,Total for all sectors,2007,Reference year 2007,23,97,H,530,G,2313,H
8610000US64670,64670,"ZIP 64670 (Pattonsburg, MO)",00,Total for all sectors,2007,Reference year 2007,15,47,H,227,G,1016,G
8610000US64671,64671,"ZIP 64671 (Polo, MO)",00,Total for all sectors,2007,Reference year 2007,39,147,G,977,G,4372,G
8610000US64672,64672,"ZIP 64672 (Powersville, MO)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US64673,64673,"ZIP 64673 (Princeton, MO)",00,Total for all sectors,2007,Reference year 2007,66,311,G,1937,G,8180,G
8610000US64674,64674,"ZIP 64674 (Purdin, MO)",00,Total for all sectors,2007,Reference year 2007,7,a,S,S,S,162,H
8610000US64676,64676,"ZIP 64676 (Rothville, MO)",00,Total for all sectors,2007,Reference year 2007,5,14,G,94,H,370,G
8610000US64679,64679,"ZIP 64679 (Spickard, MO)",00,Total for all sectors,2007,Reference year 2007,7,24,H,155,G,541,G
8610000US64680,64680,"ZIP 64680 (Stet, MO)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US64681,64681,"ZIP 64681 (Sumner, MO)",00,Total for all sectors,2007,Reference year 2007,8,a,D,D,D,D,D
8610000US64682,64682,"ZIP 64682 (Tina, MO)",00,Total for all sectors,2007,Reference year 2007,5,b,S,95,H,404,H
8610000US64683,64683,"ZIP 64683 (Trenton, MO)",00,Total for all sectors,2007,Reference year 2007,228,2410,G,15136,G,63898,G
8610000US64688,64688,"ZIP 64688 (Wheeling, MO)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US64689,64689,"ZIP 64689 (Winston, MO)",00,Total for all sectors,2007,Reference year 2007,11,42,H,132,G,589,G
8610000US64701,64701,"ZIP 64701 (Harrisonville, MO)",00,Total for all sectors,2007,Reference year 2007,466,5110,G,31234,G,133029,G
8610000US64720,64720,"ZIP 64720 (Adrian, MO)",00,Total for all sectors,2007,Reference year 2007,63,360,G,1422,G,6308,G
8610000US64722,64722,"ZIP 64722 (Amoret, MO)",00,Total for all sectors,2007,Reference year 2007,8,20,G,65,G,299,G
8610000US64723,64723,"ZIP 64723 (Amsterdam, MO)",00,Total for all sectors,2007,Reference year 2007,12,66,H,346,G,1481,G
8610000US64724,64724,"ZIP 64724 (Appleton City, MO)",00,Total for all sectors,2007,Reference year 2007,51,542,G,2825,H,11600,H
8610000US64725,64725,"ZIP 64725 (Archie, MO)",00,Total for all sectors,2007,Reference year 2007,35,227,H,1162,G,5293,H
8610000US64726,64726,"ZIP 64726 (Blairstown, MO)",00,Total for all sectors,2007,Reference year 2007,4,a,S,47,G,184,G
8610000US64728,64728,"ZIP 64728 (Bronaugh, MO)",00,Total for all sectors,2007,Reference year 2007,7,b,D,D,D,D,D
8610000US64730,64730,"ZIP 64730 (Butler, MO)",00,Total for all sectors,2007,Reference year 2007,207,2053,G,12107,G,50449,G
8610000US64733,64733,"ZIP 64733 (Chilhowee, MO)",00,Total for all sectors,2007,Reference year 2007,18,49,H,232,G,1020,G
8610000US64734,64734,"ZIP 64734 (Cleveland, MO)",00,Total for all sectors,2007,Reference year 2007,33,513,G,1942,G,7909,G
8610000US64735,64735,"ZIP 64735 (Clinton, MO)",00,Total for all sectors,2007,Reference year 2007,447,5851,G,44811,G,186698,G
8610000US64738,64738,"ZIP 64738 (Collins, MO)",00,Total for all sectors,2007,Reference year 2007,17,116,G,324,G,1325,G
8610000US64739,64739,"ZIP 64739 (Creighton, MO)",00,Total for all sectors,2007,Reference year 2007,10,b,S,173,G,789,G
8610000US64740,64740,"ZIP 64740 (Deepwater, MO)",00,Total for all sectors,2007,Reference year 2007,22,36,G,153,G,663,G
8610000US64741,64741,"ZIP 64741 (Deerfield, MO)",00,Total for all sectors,2007,Reference year 2007,9,56,G,292,H,1411,G
8610000US64742,64742,"ZIP 64742 (Drexel, MO)",00,Total for all sectors,2007,Reference year 2007,47,193,G,1004,G,4078,G
8610000US64743,64743,"ZIP 64743 (East Lynne, MO)",00,Total for all sectors,2007,Reference year 2007,6,b,S,74,H,341,H
8610000US64744,64744,"ZIP 64744 (El Dorado Springs, MO)",00,Total for all sectors,2007,Reference year 2007,197,1973,G,10175,G,40917,G
8610000US64745,64745,"ZIP 64745 (Foster, MO)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US64746,64746,"ZIP 64746 (Freeman, MO)",00,Total for all sectors,2007,Reference year 2007,24,70,G,753,G,3034,G
8610000US64747,64747,"ZIP 64747 (Garden City, MO)",00,Total for all sectors,2007,Reference year 2007,79,370,H,1852,G,8351,G
8610000US64748,64748,"ZIP 64748 (Golden City, MO)",00,Total for all sectors,2007,Reference year 2007,29,242,H,1161,H,4462,H
8610000US64750,64750,"ZIP 64750 (Harwood, MO)",00,Total for all sectors,2007,Reference year 2007,3,8,G,20,G,80,G
8610000US64752,64752,"ZIP 64752 (Hume, MO)",00,Total for all sectors,2007,Reference year 2007,9,36,G,206,G,864,G
8610000US64755,64755,"ZIP 64755 (Jasper, MO)",00,Total for all sectors,2007,Reference year 2007,43,171,G,932,G,3806,G
8610000US64756,64756,"ZIP 64756 (Jerico Springs, MO)",00,Total for all sectors,2007,Reference year 2007,5,6,G,31,G,128,G
8610000US64759,64759,"ZIP 64759 (Lamar, MO)",00,Total for all sectors,2007,Reference year 2007,237,3772,G,24050,H,75904,G
8610000US64761,64761,"ZIP 64761 (Leeton, MO)",00,Total for all sectors,2007,Reference year 2007,10,35,G,145,G,626,G
8610000US64762,64762,"ZIP 64762 (Liberal, MO)",00,Total for all sectors,2007,Reference year 2007,24,118,G,840,G,3110,G
8610000US64763,64763,"ZIP 64763 (Lowry City, MO)",00,Total for all sectors,2007,Reference year 2007,26,215,G,867,G,3756,G
8610000US64765,64765,"ZIP 64765 (Metz, MO)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US64767,64767,"ZIP 64767 (Milo, MO)",00,Total for all sectors,2007,Reference year 2007,6,5,G,S,S,91,G
8610000US64769,64769,"ZIP 64769 (Mindenmines, MO)",00,Total for all sectors,2007,Reference year 2007,4,31,G,155,G,657,G
8610000US64770,64770,"ZIP 64770 (Montrose, MO)",00,Total for all sectors,2007,Reference year 2007,20,71,H,290,G,1453,G
8610000US64771,64771,"ZIP 64771 (Moundville, MO)",00,Total for all sectors,2007,Reference year 2007,6,30,G,177,G,809,G
8610000US64772,64772,"ZIP 64772 (Nevada, MO)",00,Total for all sectors,2007,Reference year 2007,513,5231,H,33502,H,135662,H
8610000US64776,64776,"ZIP 64776 (Osceola, MO)",00,Total for all sectors,2007,Reference year 2007,90,638,G,3326,G,13193,G
8610000US64778,64778,"ZIP 64778 (Richards, MO)",00,Total for all sectors,2007,Reference year 2007,9,24,G,77,G,303,G
8610000US64779,64779,"ZIP 64779 (Rich Hill, MO)",00,Total for all sectors,2007,Reference year 2007,37,177,G,788,G,3215,G
8610000US64780,64780,"ZIP 64780 (Rockville, MO)",00,Total for all sectors,2007,Reference year 2007,15,100,G,419,G,1693,G
8610000US64781,64781,"ZIP 64781 (Roscoe, MO)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US64783,64783,"ZIP 64783 (Schell City, MO)",00,Total for all sectors,2007,Reference year 2007,10,b,D,D,D,D,D
8610000US64784,64784,"ZIP 64784 (Sheldon, MO)",00,Total for all sectors,2007,Reference year 2007,14,34,G,203,H,884,H
8610000US64788,64788,"ZIP 64788 (Urich, MO)",00,Total for all sectors,2007,Reference year 2007,21,95,G,374,G,1633,G
8610000US64790,64790,"ZIP 64790 (Walker, MO)",00,Total for all sectors,2007,Reference year 2007,8,b,S,129,H,505,H
8610000US64801,64801,"ZIP 64801 (Joplin, MO)",00,Total for all sectors,2007,Reference year 2007,1311,22818,G,158890,G,665028,G
8610000US64802,64802,"ZIP 64802 (Joplin, MO)",00,Total for all sectors,2007,Reference year 2007,64,1143,G,9516,G,40698,G
8610000US64803,64803,"ZIP 64803 (Joplin, MO)",00,Total for all sectors,2007,Reference year 2007,40,g,D,D,D,D,D
8610000US64804,64804,"ZIP 64804 (Joplin, MO)",00,Total for all sectors,2007,Reference year 2007,1162,23070,G,180090,G,782600,G
8610000US64830,64830,"ZIP 64830 (Alba, MO)",00,Total for all sectors,2007,Reference year 2007,12,b,S,209,G,811,G
8610000US64831,64831,"ZIP 64831 (Anderson, MO)",00,Total for all sectors,2007,Reference year 2007,113,845,G,4850,G,20989,G
8610000US64832,64832,"ZIP 64832 (Asbury, MO)",00,Total for all sectors,2007,Reference year 2007,9,72,G,833,G,3725,G
8610000US64833,64833,"ZIP 64833 (Avilla, MO)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US64834,64834,"ZIP 64834 (Carl Junction, MO)",00,Total for all sectors,2007,Reference year 2007,85,422,H,1897,G,8605,G
8610000US64835,64835,"ZIP 64835 (Carterville, MO)",00,Total for all sectors,2007,Reference year 2007,22,174,G,1216,G,4844,G
8610000US64836,64836,"ZIP 64836 (Carthage, MO)",00,Total for all sectors,2007,Reference year 2007,555,10258,G,88772,G,352203,G
8610000US64840,64840,"ZIP 64840 (Diamond, MO)",00,Total for all sectors,2007,Reference year 2007,44,180,G,806,G,3419,G
8610000US64841,64841,"ZIP 64841 (Duenweg, MO)",00,Total for all sectors,2007,Reference year 2007,13,371,G,2673,H,10619,H
8610000US64842,64842,"ZIP 64842 (Fairview, MO)",00,Total for all sectors,2007,Reference year 2007,7,24,G,72,G,303,G
8610000US64843,64843,"ZIP 64843 (Goodman, MO)",00,Total for all sectors,2007,Reference year 2007,32,401,G,2581,G,10258,G
8610000US64844,64844,"ZIP 64844 (Granby, MO)",00,Total for all sectors,2007,Reference year 2007,42,252,G,1394,G,6222,G
8610000US64847,64847,"ZIP 64847 (Lanagan, MO)",00,Total for all sectors,2007,Reference year 2007,8,b,D,D,D,D,D
8610000US64848,64848,"ZIP 64848 (La Russell, MO)",00,Total for all sectors,2007,Reference year 2007,7,5,G,37,G,224,G
8610000US64849,64849,"ZIP 64849 (Neck City, MO)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US64850,64850,"ZIP 64850 (Neosho, MO)",00,Total for all sectors,2007,Reference year 2007,596,8908,G,60228,G,233030,G
8610000US64853,64853,"ZIP 64853 (Newtonia, MO)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US64854,64854,"ZIP 64854 (Noel, MO)",00,Total for all sectors,2007,Reference year 2007,55,1157,G,6649,G,28878,G
8610000US64855,64855,"ZIP 64855 (Oronogo, MO)",00,Total for all sectors,2007,Reference year 2007,27,96,G,394,G,1698,G
8610000US64856,64856,"ZIP 64856 (Pineville, MO)",00,Total for all sectors,2007,Reference year 2007,80,1092,H,S,S,24099,H
8610000US64857,64857,"ZIP 64857 (Purcell, MO)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US64858,64858,"ZIP 64858 (Racine, MO)",00,Total for all sectors,2007,Reference year 2007,4,18,G,56,G,194,G
8610000US64859,64859,"ZIP 64859 (Reeds, MO)",00,Total for all sectors,2007,Reference year 2007,7,b,S,203,H,819,G
8610000US64861,64861,"ZIP 64861 (Rocky Comfort, MO)",00,Total for all sectors,2007,Reference year 2007,11,37,G,167,G,621,G
8610000US64862,64862,"ZIP 64862 (Sarcoxie, MO)",00,Total for all sectors,2007,Reference year 2007,63,435,G,2649,H,11349,H
8610000US64863,64863,"ZIP 64863 (South West City, MO)",00,Total for all sectors,2007,Reference year 2007,33,1553,G,7118,G,35573,G
8610000US64864,64864,"ZIP 64864 (Saginaw, MO)",00,Total for all sectors,2007,Reference year 2007,4,a,D,D,D,D,D
8610000US64865,64865,"ZIP 64865 (Seneca, MO)",00,Total for all sectors,2007,Reference year 2007,90,1054,G,6347,G,27136,G
8610000US64866,64866,"ZIP 64866 (Stark City, MO)",00,Total for all sectors,2007,Reference year 2007,14,41,H,176,G,781,G
8610000US64867,64867,"ZIP 64867 (Stella, MO)",00,Total for all sectors,2007,Reference year 2007,6,24,G,S,S,1720,H
8610000US64868,64868,"ZIP 64868 (Tiff City, MO)",00,Total for all sectors,2007,Reference year 2007,3,b,D,D,D,D,D
8610000US64869,64869,"ZIP 64869 (Waco, MO)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US64870,64870,"ZIP 64870 (Webb City, MO)",00,Total for all sectors,2007,Reference year 2007,256,2847,G,17152,G,71901,G
8610000US64873,64873,"ZIP 64873 (Wentworth, MO)",00,Total for all sectors,2007,Reference year 2007,8,17,G,36,H,131,G
8610000US64874,64874,"ZIP 64874 (Wheaton, MO)",00,Total for all sectors,2007,Reference year 2007,18,80,G,315,G,1376,G
8610000US64999,64999,"ZIP 64999 (Kansas City, MO)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US65001,65001,"ZIP 65001 (Argyle, MO)",00,Total for all sectors,2007,Reference year 2007,10,b,D,D,D,D,D
8610000US65010,65010,"ZIP 65010 (Ashland, MO)",00,Total for all sectors,2007,Reference year 2007,127,813,G,4034,G,17918,G
8610000US65011,65011,"ZIP 65011 (Barnett, MO)",00,Total for all sectors,2007,Reference year 2007,24,112,H,S,S,2896,H
8610000US65013,65013,"ZIP 65013 (Belle, MO)",00,Total for all sectors,2007,Reference year 2007,76,535,G,3200,G,13887,G
8610000US65014,65014,"ZIP 65014 (Bland, MO)",00,Total for all sectors,2007,Reference year 2007,34,161,G,944,G,3009,G
8610000US65016,65016,"ZIP 65016 (Bonnots Mill, MO)",00,Total for all sectors,2007,Reference year 2007,17,52,G,285,G,1271,G
8610000US65017,65017,"ZIP 65017 (Brumley, MO)",00,Total for all sectors,2007,Reference year 2007,14,31,G,152,H,653,H
8610000US65018,65018,"ZIP 65018 (California, MO)",00,Total for all sectors,2007,Reference year 2007,212,2122,G,12536,G,49106,G
8610000US65020,65020,"ZIP 65020 (Camdenton, MO)",00,Total for all sectors,2007,Reference year 2007,512,4477,G,27230,G,116868,G
8610000US65023,65023,"ZIP 65023 (Centertown, MO)",00,Total for all sectors,2007,Reference year 2007,20,b,S,220,H,1119,G
8610000US65024,65024,"ZIP 65024 (Chamois, MO)",00,Total for all sectors,2007,Reference year 2007,23,156,G,1098,G,4562,G
8610000US65025,65025,"ZIP 65025 (Clarksburg, MO)",00,Total for all sectors,2007,Reference year 2007,5,8,G,19,G,98,G
8610000US65026,65026,"ZIP 65026 (Eldon, MO)",00,Total for all sectors,2007,Reference year 2007,302,3053,G,18283,G,78980,G
8610000US65032,65032,"ZIP 65032 (Eugene, MO)",00,Total for all sectors,2007,Reference year 2007,26,c,D,D,D,D,D
8610000US65034,65034,"ZIP 65034 (Fortuna, MO)",00,Total for all sectors,2007,Reference year 2007,8,27,H,115,G,540,G
8610000US65035,65035,"ZIP 65035 (Freeburg, MO)",00,Total for all sectors,2007,Reference year 2007,39,773,H,4606,H,18835,H
8610000US65036,65036,"ZIP 65036 (Gasconade, MO)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US65037,65037,"ZIP 65037 (Gravois Mills, MO)",00,Total for all sectors,2007,Reference year 2007,126,633,G,2604,G,12054,G
8610000US65038,65038,"ZIP 65038 (Laurie, MO)",00,Total for all sectors,2007,Reference year 2007,92,575,G,3080,G,13178,G
8610000US65039,65039,"ZIP 65039 (Hartsburg, MO)",00,Total for all sectors,2007,Reference year 2007,33,158,G,754,G,3440,G
8610000US65040,65040,"ZIP 65040 (Henley, MO)",00,Total for all sectors,2007,Reference year 2007,10,34,G,132,H,692,G
8610000US65041,65041,"ZIP 65041 (Hermann, MO)",00,Total for all sectors,2007,Reference year 2007,203,1938,G,10488,G,44338,G
8610000US65042,65042,"ZIP 65042 (High Point, MO)",00,Total for all sectors,2007,Reference year 2007,3,a,D,D,D,D,D
8610000US65043,65043,"ZIP 65043 (Holts Summit, MO)",00,Total for all sectors,2007,Reference year 2007,137,910,G,4781,G,21514,G
8610000US65046,65046,"ZIP 65046 (Jamestown, MO)",00,Total for all sectors,2007,Reference year 2007,21,b,S,593,H,2761,H
8610000US65047,65047,"ZIP 65047 (Kaiser, MO)",00,Total for all sectors,2007,Reference year 2007,45,545,G,2712,G,10551,G
8610000US65048,65048,"ZIP 65048 (Koeltztown, MO)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US65049,65049,"ZIP 65049 (Lake Ozark, MO)",00,Total for all sectors,2007,Reference year 2007,343,3041,G,19603,G,87029,G
8610000US65050,65050,"ZIP 65050 (Latham, MO)",00,Total for all sectors,2007,Reference year 2007,6,29,G,170,G,783,G
8610000US65051,65051,"ZIP 65051 (Linn, MO)",00,Total for all sectors,2007,Reference year 2007,118,1381,G,8651,G,35324,G
8610000US65052,65052,"ZIP 65052 (Linn Creek, MO)",00,Total for all sectors,2007,Reference year 2007,83,458,G,2494,G,12322,G
8610000US65053,65053,"ZIP 65053 (Lohman, MO)",00,Total for all sectors,2007,Reference year 2007,21,101,G,870,G,3625,G
8610000US65054,65054,"ZIP 65054 (Loose Creek, MO)",00,Total for all sectors,2007,Reference year 2007,24,137,G,750,G,3457,G
8610000US65055,65055,"ZIP 65055 (Mc Girk, MO)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US65058,65058,"ZIP 65058 (Meta, MO)",00,Total for all sectors,2007,Reference year 2007,12,241,H,2401,H,10285,H
8610000US65059,65059,"ZIP 65059 (Mokane, MO)",00,Total for all sectors,2007,Reference year 2007,12,73,G,309,H,1251,H
8610000US65061,65061,"ZIP 65061 (Morrison, MO)",00,Total for all sectors,2007,Reference year 2007,4,19,G,77,G,349,G
8610000US65062,65062,"ZIP 65062 (Mount Sterling, MO)",00,Total for all sectors,2007,Reference year 2007,4,56,G,192,G,816,G
8610000US65063,65063,"ZIP 65063 (New Bloomfield, MO)",00,Total for all sectors,2007,Reference year 2007,40,180,G,950,G,4494,G
8610000US65064,65064,"ZIP 65064 (Olean, MO)",00,Total for all sectors,2007,Reference year 2007,7,32,G,175,G,902,G
8610000US65065,65065,"ZIP 65065 (Osage Beach, MO)",00,Total for all sectors,2007,Reference year 2007,673,7430,G,45304,H,203570,H
8610000US65066,65066,"ZIP 65066 (Owensville, MO)",00,Total for all sectors,2007,Reference year 2007,219,2311,G,13831,G,58782,G
8610000US65067,65067,"ZIP 65067 (Portland, MO)",00,Total for all sectors,2007,Reference year 2007,7,c,D,D,D,D,D
8610000US65068,65068,"ZIP 65068 (Prairie Home, MO)",00,Total for all sectors,2007,Reference year 2007,7,31,H,132,G,635,G
8610000US65069,65069,"ZIP 65069 (Rhineland, MO)",00,Total for all sectors,2007,Reference year 2007,14,94,G,514,G,1956,G
8610000US65072,65072,"ZIP 65072 (Rocky Mount, MO)",00,Total for all sectors,2007,Reference year 2007,38,199,G,557,G,3493,G
8610000US65074,65074,"ZIP 65074 (Russellville, MO)",00,Total for all sectors,2007,Reference year 2007,56,175,G,853,G,3958,G
8610000US65075,65075,"ZIP 65075 (Saint Elizabeth, MO)",00,Total for all sectors,2007,Reference year 2007,22,c,S,859,H,3264,H
8610000US65076,65076,"ZIP 65076 (Saint Thomas, MO)",00,Total for all sectors,2007,Reference year 2007,6,50,H,211,G,860,G
8610000US65077,65077,"ZIP 65077 (Steedman, MO)",00,Total for all sectors,2007,Reference year 2007,6,b,D,D,D,D,D
8610000US65078,65078,"ZIP 65078 (Stover, MO)",00,Total for all sectors,2007,Reference year 2007,56,214,G,888,G,3520,G
8610000US65079,65079,"ZIP 65079 (Sunrise Beach, MO)",00,Total for all sectors,2007,Reference year 2007,142,753,G,4421,G,21447,G
8610000US65080,65080,"ZIP 65080 (Tebbetts, MO)",00,Total for all sectors,2007,Reference year 2007,6,28,G,294,G,736,G
8610000US65081,65081,"ZIP 65081 (Tipton, MO)",00,Total for all sectors,2007,Reference year 2007,93,722,G,5438,G,20059,G
8610000US65082,65082,"ZIP 65082 (Tuscumbia, MO)",00,Total for all sectors,2007,Reference year 2007,17,63,G,343,G,1632,G
8610000US65083,65083,"ZIP 65083 (Ulman, MO)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US65084,65084,"ZIP 65084 (Versailles, MO)",00,Total for all sectors,2007,Reference year 2007,170,1763,G,8973,H,36046,H
8610000US65085,65085,"ZIP 65085 (Westphalia, MO)",00,Total for all sectors,2007,Reference year 2007,34,333,G,1635,G,6848,G
8610000US65101,65101,"ZIP 65101 (Jefferson City, MO)",00,Total for all sectors,2007,Reference year 2007,936,15254,G,124238,G,533885,G
8610000US65102,65102,"ZIP 65102 (Jefferson City, MO)",00,Total for all sectors,2007,Reference year 2007,92,1801,H,18266,H,74361,H
8610000US65103,65103,"ZIP 65103 (Jefferson City, MO)",00,Total for all sectors,2007,Reference year 2007,4,b,S,207,H,749,H
8610000US65104,65104,"ZIP 65104 (Jefferson City, MO)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US65105,65105,"ZIP 65105 (Jefferson City, MO)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US65106,65106,"ZIP 65106 (Jefferson City, MO)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US65107,65107,"ZIP 65107 (Jefferson City, MO)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US65108,65108,"ZIP 65108 (Jefferson City, MO)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US65109,65109,"ZIP 65109 (Jefferson City, MO)",00,Total for all sectors,2007,Reference year 2007,1128,17018,G,122991,G,548435,G
8610000US65110,65110,"ZIP 65110 (Jefferson City, MO)",00,Total for all sectors,2007,Reference year 2007,23,287,G,2793,H,13039,H
8610000US65111,65111,"ZIP 65111 (Jefferson City, MO)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US65201,65201,"ZIP 65201 (Columbia, MO)",00,Total for all sectors,2007,Reference year 2007,1438,27156,G,213884,G,885830,G
8610000US65202,65202,"ZIP 65202 (Columbia, MO)",00,Total for all sectors,2007,Reference year 2007,925,14240,G,101236,G,432898,G
8610000US65203,65203,"ZIP 65203 (Columbia, MO)",00,Total for all sectors,2007,Reference year 2007,1496,21238,G,111264,G,466061,G
8610000US65205,65205,"ZIP 65205 (Columbia, MO)",00,Total for all sectors,2007,Reference year 2007,61,682,G,4807,G,18529,G
8610000US65211,65211,"ZIP 65211 (Columbia, MO)",00,Total for all sectors,2007,Reference year 2007,16,97,G,246,G,1141,G
8610000US65212,65212,"ZIP 65212 (Columbia, MO)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US65215,65215,"ZIP 65215 (Columbia, MO)",00,Total for all sectors,2007,Reference year 2007,3,f,D,D,D,D,D
8610000US65216,65216,"ZIP 65216 (Columbia, MO)",00,Total for all sectors,2007,Reference year 2007,2,f,D,D,D,D,D
8610000US65217,65217,"ZIP 65217 (Columbia, MO)",00,Total for all sectors,2007,Reference year 2007,4,g,D,D,D,D,D
8610000US65218,65218,"ZIP 65218 (Columbia, MO)",00,Total for all sectors,2007,Reference year 2007,6,g,D,D,D,D,D
8610000US65230,65230,"ZIP 65230 (Armstrong, MO)",00,Total for all sectors,2007,Reference year 2007,9,b,S,196,H,795,H
8610000US65231,65231,"ZIP 65231 (Auxvasse, MO)",00,Total for all sectors,2007,Reference year 2007,52,311,G,1978,G,8706,G
8610000US65232,65232,"ZIP 65232 (Benton City, MO)",00,Total for all sectors,2007,Reference year 2007,1,a,D,D,D,D,D
8610000US65233,65233,"ZIP 65233 (Boonville, MO)",00,Total for all sectors,2007,Reference year 2007,351,4209,G,21645,G,93720,G
8610000US65236,65236,"ZIP 65236 (Brunswick, MO)",00,Total for all sectors,2007,Reference year 2007,39,304,H,1604,H,7297,H
8610000US65237,65237,"ZIP 65237 (Bunceton, MO)",00,Total for all sectors,2007,Reference year 2007,14,b,S,185,H,746,G
8610000US65239,65239,"ZIP 65239 (Cairo, MO)",00,Total for all sectors,2007,Reference year 2007,15,59,H,363,G,1912,G
8610000US65240,65240,"ZIP 65240 (Centralia, MO)",00,Total for all sectors,2007,Reference year 2007,162,1864,G,15155,G,61466,G
8610000US65243,65243,"ZIP 65243 (Clark, MO)",00,Total for all sectors,2007,Reference year 2007,17,37,G,199,G,899,G
8610000US65244,65244,"ZIP 65244 (Clifton Hill, MO)",00,Total for all sectors,2007,Reference year 2007,7,e,D,D,D,D,D
8610000US65247,65247,"ZIP 65247 (Excello, MO)",00,Total for all sectors,2007,Reference year 2007,4,a,D,D,D,D,D
8610000US65248,65248,"ZIP 65248 (Fayette, MO)",00,Total for all sectors,2007,Reference year 2007,108,1050,G,5786,G,24905,G
8610000US65250,65250,"ZIP 65250 (Franklin, MO)",00,Total for all sectors,2007,Reference year 2007,6,a,D,D,D,D,D
8610000US65251,65251,"ZIP 65251 (Fulton, MO)",00,Total for all sectors,2007,Reference year 2007,448,8201,G,66316,G,272022,G
8610000US65254,65254,"ZIP 65254 (Glasgow, MO)",00,Total for all sectors,2007,Reference year 2007,50,450,G,2597,G,10691,G
8610000US65255,65255,"ZIP 65255 (Hallsville, MO)",00,Total for all sectors,2007,Reference year 2007,64,299,H,1394,H,5806,H
8610000US65256,65256,"ZIP 65256 (Harrisburg, MO)",00,Total for all sectors,2007,Reference year 2007,37,204,G,1121,G,5714,G
8610000US65257,65257,"ZIP 65257 (Higbee, MO)",00,Total for all sectors,2007,Reference year 2007,14,76,G,311,G,1249,G
8610000US65258,65258,"ZIP 65258 (Holliday, MO)",00,Total for all sectors,2007,Reference year 2007,2,a,D,D,D,D,D
8610000US65259,65259,"ZIP 65259 (Huntsville, MO)",00,Total for all sectors,2007,Reference year 2007,38,171,G,956,G,4008,G
8610000US65260,65260,"ZIP 65260 (Jacksonville, MO)",00,Total for all sectors,2007,Reference year 2007,3,4,G,4,G,73,G
8610000US65261,65261,"ZIP 65261 (Keytesville, MO)",00,Total for all sectors,2007,Reference year 2007,33,143,H,634,G,2499,G
8610000US65262,65262,"ZIP 65262 (Kingdom City, MO)",00,Total for all sectors,2007,Reference year 2007,36,646,G,3073,G,13084,G
