GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN
Geographic identifier code,Id2,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Year,Number of establishments,Paid employees for pay period including March 12 (number),"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
8610000US63005,63005,"ZIP 63005 (Chesterfield, MO)",00,Total for all sectors,2014,1161,21031,194461,864045
8610000US63006,63006,"ZIP 63006 (Chesterfield, MO)",00,Total for all sectors,2014,14,53,257,1300
8610000US63010,63010,"ZIP 63010 (Arnold, MO)",00,Total for all sectors,2014,815,11188,76736,345242
8610000US63011,63011,"ZIP 63011 (Ballwin, MO)",00,Total for all sectors,2014,1324,16525,135883,568646
8610000US63012,63012,"ZIP 63012 (Barnhart, MO)",00,Total for all sectors,2014,137,803,5594,24728
8610000US63013,63013,"ZIP 63013 (Beaufort, MO)",00,Total for all sectors,2014,31,c,D,D
8610000US63014,63014,"ZIP 63014 (Berger, MO)",00,Total for all sectors,2014,7,12,50,203
8610000US63015,63015,"ZIP 63015 (Catawissa, MO)",00,Total for all sectors,2014,25,107,520,2861
8610000US63016,63016,"ZIP 63016 (Cedar Hill, MO)",00,Total for all sectors,2014,98,678,4867,20403
8610000US63017,63017,"ZIP 63017 (Chesterfield, MO)",00,Total for all sectors,2014,1743,46013,786670,2971019
8610000US63019,63019,"ZIP 63019 (Crystal City, MO)",00,Total for all sectors,2014,189,3009,25926,112343
8610000US63020,63020,"ZIP 63020 (De Soto, MO)",00,Total for all sectors,2014,304,2265,11939,53843
8610000US63021,63021,"ZIP 63021 (Ballwin, MO)",00,Total for all sectors,2014,727,6079,53933,228186
8610000US63022,63022,"ZIP 63022 (Ballwin, MO)",00,Total for all sectors,2014,11,24,282,1550
8610000US63023,63023,"ZIP 63023 (Dittmer, MO)",00,Total for all sectors,2014,42,187,1294,5922
8610000US63024,63024,"ZIP 63024 (Ballwin, MO)",00,Total for all sectors,2014,1,a,D,D
8610000US63025,63025,"ZIP 63025 (Eureka, MO)",00,Total for all sectors,2014,396,5739,37317,174069
8610000US63026,63026,"ZIP 63026 (Fenton, MO)",00,Total for all sectors,2014,1339,24964,283041,1186703
8610000US63028,63028,"ZIP 63028 (Festus, MO)",00,Total for all sectors,2014,712,7491,59627,255661
8610000US63030,63030,"ZIP 63030 (Fletcher, MO)",00,Total for all sectors,2014,3,a,D,D
8610000US63031,63031,"ZIP 63031 (Florissant, MO)",00,Total for all sectors,2014,717,7374,48213,210593
8610000US63032,63032,"ZIP 63032 (Florissant, MO)",00,Total for all sectors,2014,3,a,D,D
8610000US63033,63033,"ZIP 63033 (Florissant, MO)",00,Total for all sectors,2014,846,7951,41532,174010
8610000US63034,63034,"ZIP 63034 (Florissant, MO)",00,Total for all sectors,2014,215,1381,7611,32415
8610000US63036,63036,"ZIP 63036 (French Village, MO)",00,Total for all sectors,2014,12,52,227,1020
8610000US63037,63037,"ZIP 63037 (Gerald, MO)",00,Total for all sectors,2014,54,740,5992,23942
8610000US63038,63038,"ZIP 63038 (Glencoe, MO)",00,Total for all sectors,2014,155,857,7093,36262
8610000US63039,63039,"ZIP 63039 (Gray Summit, MO)",00,Total for all sectors,2014,19,f,D,D
8610000US63040,63040,"ZIP 63040 (Grover, MO)",00,Total for all sectors,2014,191,1952,13142,56063
8610000US63041,63041,"ZIP 63041 (Grubville, MO)",00,Total for all sectors,2014,6,b,D,D
8610000US63042,63042,"ZIP 63042 (Hazelwood, MO)",00,Total for all sectors,2014,818,20107,222177,937291
8610000US63043,63043,"ZIP 63043 (Maryland Heights, MO)",00,Total for all sectors,2014,825,27052,406907,1692012
8610000US63044,63044,"ZIP 63044 (Bridgeton, MO)",00,Total for all sectors,2014,805,23278,275064,1067363
8610000US63045,63045,"ZIP 63045 (Earth City, MO)",00,Total for all sectors,2014,311,15051,235215,936252
8610000US63047,63047,"ZIP 63047 (Hematite, MO)",00,Total for all sectors,2014,3,a,D,D
8610000US63048,63048,"ZIP 63048 (Herculaneum, MO)",00,Total for all sectors,2014,76,1232,10166,40483
8610000US63049,63049,"ZIP 63049 (High Ridge, MO)",00,Total for all sectors,2014,329,2993,22339,100855
8610000US63050,63050,"ZIP 63050 (Hillsboro, MO)",00,Total for all sectors,2014,267,1522,9835,44922
8610000US63051,63051,"ZIP 63051 (House Springs, MO)",00,Total for all sectors,2014,217,1316,8476,37258
8610000US63052,63052,"ZIP 63052 (Imperial, MO)",00,Total for all sectors,2014,329,2080,14904,67754
8610000US63053,63053,"ZIP 63053 (Kimmswick, MO)",00,Total for all sectors,2014,9,87,257,1450
8610000US63055,63055,"ZIP 63055 (Labadie, MO)",00,Total for all sectors,2014,60,724,S,43660
8610000US63056,63056,"ZIP 63056 (Leslie, MO)",00,Total for all sectors,2014,25,66,368,1582
8610000US63057,63057,"ZIP 63057 (Liguori, MO)",00,Total for all sectors,2014,5,b,D,D
8610000US63060,63060,"ZIP 63060 (Lonedell, MO)",00,Total for all sectors,2014,23,147,704,3054
8610000US63061,63061,"ZIP 63061 (Luebbering, MO)",00,Total for all sectors,2014,2,a,D,D
8610000US63065,63065,"ZIP 63065 (Mapaville, MO)",00,Total for all sectors,2014,7,c,D,D
8610000US63068,63068,"ZIP 63068 (New Haven, MO)",00,Total for all sectors,2014,126,1410,10752,46361
8610000US63069,63069,"ZIP 63069 (Pacific, MO)",00,Total for all sectors,2014,357,4763,38318,159729
8610000US63070,63070,"ZIP 63070 (Pevely, MO)",00,Total for all sectors,2014,132,1850,20125,94010
8610000US63071,63071,"ZIP 63071 (Richwoods, MO)",00,Total for all sectors,2014,11,b,D,D
8610000US63072,63072,"ZIP 63072 (Robertsville, MO)",00,Total for all sectors,2014,31,111,545,2505
8610000US63073,63073,"ZIP 63073 (Saint Albans, MO)",00,Total for all sectors,2014,27,c,1368,7178
8610000US63074,63074,"ZIP 63074 (Saint Ann, MO)",00,Total for all sectors,2014,307,2530,15606,63537
8610000US63077,63077,"ZIP 63077 (Saint Clair, MO)",00,Total for all sectors,2014,226,1912,13503,58734
8610000US63079,63079,"ZIP 63079 (Stanton, MO)",00,Total for all sectors,2014,4,a,D,D
8610000US63080,63080,"ZIP 63080 (Sullivan, MO)",00,Total for all sectors,2014,345,4861,36613,155965
8610000US63084,63084,"ZIP 63084 (Union, MO)",00,Total for all sectors,2014,452,6502,53475,226635
8610000US63087,63087,"ZIP 63087 (Valles Mines, MO)",00,Total for all sectors,2014,8,a,39,229
8610000US63088,63088,"ZIP 63088 (Valley Park, MO)",00,Total for all sectors,2014,235,3133,21471,98288
8610000US63089,63089,"ZIP 63089 (Villa Ridge, MO)",00,Total for all sectors,2014,88,525,3403,17158
8610000US63090,63090,"ZIP 63090 (Washington, MO)",00,Total for all sectors,2014,801,12680,117495,507714
8610000US63091,63091,"ZIP 63091 (Rosebud, MO)",00,Total for all sectors,2014,26,140,627,3016
8610000US63099,63099,"ZIP 63099 (Fenton, MO)",00,Total for all sectors,2014,11,g,D,D
8610000US63101,63101,"ZIP 63101 (Saint Louis, MO)",00,Total for all sectors,2014,697,19157,386630,1323081
8610000US63102,63102,"ZIP 63102 (Saint Louis, MO)",00,Total for all sectors,2014,497,19680,358776,1371934
8610000US63103,63103,"ZIP 63103 (Saint Louis, MO)",00,Total for all sectors,2014,850,33263,572486,1765766
8610000US63104,63104,"ZIP 63104 (Saint Louis, MO)",00,Total for all sectors,2014,668,14736,175384,723144
8610000US63105,63105,"ZIP 63105 (Saint Louis, MO)",00,Total for all sectors,2014,1517,26938,664451,2523995
8610000US63106,63106,"ZIP 63106 (Saint Louis, MO)",00,Total for all sectors,2014,354,4985,49839,205669
8610000US63107,63107,"ZIP 63107 (Saint Louis, MO)",00,Total for all sectors,2014,267,1448,10206,43195
8610000US63108,63108,"ZIP 63108 (Saint Louis, MO)",00,Total for all sectors,2014,952,12072,99274,409330
8610000US63109,63109,"ZIP 63109 (Saint Louis, MO)",00,Total for all sectors,2014,560,5717,35852,152111
8610000US63110,63110,"ZIP 63110 (Saint Louis, MO)",00,Total for all sectors,2014,794,30052,353334,1451593
8610000US63111,63111,"ZIP 63111 (Saint Louis, MO)",00,Total for all sectors,2014,443,5037,49495,208178
8610000US63112,63112,"ZIP 63112 (Saint Louis, MO)",00,Total for all sectors,2014,420,3238,23324,100978
8610000US63113,63113,"ZIP 63113 (Saint Louis, MO)",00,Total for all sectors,2014,331,2221,15975,62829
8610000US63114,63114,"ZIP 63114 (Saint Louis, MO)",00,Total for all sectors,2014,877,14975,168998,712945
8610000US63115,63115,"ZIP 63115 (Saint Louis, MO)",00,Total for all sectors,2014,555,2761,21165,88683
8610000US63116,63116,"ZIP 63116 (Saint Louis, MO)",00,Total for all sectors,2014,726,7046,51373,219220
8610000US63117,63117,"ZIP 63117 (Saint Louis, MO)",00,Total for all sectors,2014,643,10541,93225,405996
8610000US63118,63118,"ZIP 63118 (Saint Louis, MO)",00,Total for all sectors,2014,758,9486,256835,846280
8610000US63119,63119,"ZIP 63119 (Saint Louis, MO)",00,Total for all sectors,2014,1085,15923,125134,559129
8610000US63120,63120,"ZIP 63120 (Saint Louis, MO)",00,Total for all sectors,2014,255,3811,41127,180947
8610000US63121,63121,"ZIP 63121 (Saint Louis, MO)",00,Total for all sectors,2014,449,j,D,D
8610000US63122,63122,"ZIP 63122 (Saint Louis, MO)",00,Total for all sectors,2014,1308,16886,156517,663078
8610000US63123,63123,"ZIP 63123 (Saint Louis, MO)",00,Total for all sectors,2014,957,12366,109580,487228
8610000US63124,63124,"ZIP 63124 (Saint Louis, MO)",00,Total for all sectors,2014,542,6097,71225,289930
8610000US63125,63125,"ZIP 63125 (Saint Louis, MO)",00,Total for all sectors,2014,628,10996,118362,495369
8610000US63126,63126,"ZIP 63126 (Saint Louis, MO)",00,Total for all sectors,2014,537,5135,39460,169027
8610000US63127,63127,"ZIP 63127 (Saint Louis, MO)",00,Total for all sectors,2014,522,10154,122992,472982
8610000US63128,63128,"ZIP 63128 (Saint Louis, MO)",00,Total for all sectors,2014,786,12992,152192,615747
8610000US63129,63129,"ZIP 63129 (Saint Louis, MO)",00,Total for all sectors,2014,1022,11014,76625,327388
8610000US63130,63130,"ZIP 63130 (Saint Louis, MO)",00,Total for all sectors,2014,616,j,D,D
8610000US63131,63131,"ZIP 63131 (Saint Louis, MO)",00,Total for all sectors,2014,1186,21391,293102,1125253
8610000US63132,63132,"ZIP 63132 (Saint Louis, MO)",00,Total for all sectors,2014,988,24083,265867,1115629
8610000US63133,63133,"ZIP 63133 (Saint Louis, MO)",00,Total for all sectors,2014,276,2258,22162,91004
8610000US63134,63134,"ZIP 63134 (Saint Louis, MO)",00,Total for all sectors,2014,549,j,D,D
8610000US63135,63135,"ZIP 63135 (Saint Louis, MO)",00,Total for all sectors,2014,361,2525,13775,59337
8610000US63136,63136,"ZIP 63136 (Saint Louis, MO)",00,Total for all sectors,2014,1081,12897,153212,825178
8610000US63137,63137,"ZIP 63137 (Saint Louis, MO)",00,Total for all sectors,2014,262,1437,8810,38926
8610000US63138,63138,"ZIP 63138 (Saint Louis, MO)",00,Total for all sectors,2014,280,2081,13389,59862
8610000US63139,63139,"ZIP 63139 (Saint Louis, MO)",00,Total for all sectors,2014,563,9680,83406,348306
8610000US63140,63140,"ZIP 63140 (Saint Louis, MO)",00,Total for all sectors,2014,13,212,1106,5078
8610000US63141,63141,"ZIP 63141 (Saint Louis, MO)",00,Total for all sectors,2014,1861,48991,756284,3088530
8610000US63143,63143,"ZIP 63143 (Saint Louis, MO)",00,Total for all sectors,2014,442,7500,83293,341872
8610000US63144,63144,"ZIP 63144 (Saint Louis, MO)",00,Total for all sectors,2014,686,12299,121407,522472
8610000US63145,63145,"ZIP 63145 (Saint Louis, MO)",00,Total for all sectors,2014,41,h,D,D
8610000US63146,63146,"ZIP 63146 (Saint Louis, MO)",00,Total for all sectors,2014,1070,22712,353906,1371646
8610000US63147,63147,"ZIP 63147 (Saint Louis, MO)",00,Total for all sectors,2014,446,8054,99092,407669
8610000US63150,63150,"ZIP 63150 (Saint Louis, MO)",00,Total for all sectors,2014,1,a,D,D
8610000US63151,63151,"ZIP 63151 (Saint Louis, MO)",00,Total for all sectors,2014,5,a,124,471
8610000US63155,63155,"ZIP 63155 (Saint Louis, MO)",00,Total for all sectors,2014,2,a,D,D
8610000US63156,63156,"ZIP 63156 (Saint Louis, MO)",00,Total for all sectors,2014,3,3,12,72
8610000US63157,63157,"ZIP 63157 (Saint Louis, MO)",00,Total for all sectors,2014,3,a,75,553
8610000US63158,63158,"ZIP 63158 (Saint Louis, MO)",00,Total for all sectors,2014,2,a,D,D
8610000US63160,63160,"ZIP 63160 (Saint Louis, MO)",00,Total for all sectors,2014,1,a,D,D
8610000US63163,63163,"ZIP 63163 (Saint Louis, MO)",00,Total for all sectors,2014,6,e,D,D
8610000US63164,63164,"ZIP 63164 (Saint Louis, MO)",00,Total for all sectors,2014,5,g,D,D
8610000US63166,63166,"ZIP 63166 (Saint Louis, MO)",00,Total for all sectors,2014,16,e,D,D
8610000US63167,63167,"ZIP 63167 (Saint Louis, MO)",00,Total for all sectors,2014,11,204,5122,22934
8610000US63178,63178,"ZIP 63178 (Saint Louis, MO)",00,Total for all sectors,2014,4,e,D,D
8610000US63180,63180,"ZIP 63180 (Saint Louis, MO)",00,Total for all sectors,2014,9,a,D,D
8610000US63301,63301,"ZIP 63301 (Saint Charles, MO)",00,Total for all sectors,2014,1381,26183,215345,890602
8610000US63302,63302,"ZIP 63302 (Saint Charles, MO)",00,Total for all sectors,2014,23,e,D,D
8610000US63303,63303,"ZIP 63303 (Saint Charles, MO)",00,Total for all sectors,2014,965,10790,79584,349981
8610000US63304,63304,"ZIP 63304 (Saint Charles, MO)",00,Total for all sectors,2014,864,13230,122914,497234
8610000US63332,63332,"ZIP 63332 (Augusta, MO)",00,Total for all sectors,2014,37,189,1087,6029
8610000US63333,63333,"ZIP 63333 (Bellflower, MO)",00,Total for all sectors,2014,8,b,D,D
8610000US63334,63334,"ZIP 63334 (Bowling Green, MO)",00,Total for all sectors,2014,183,2174,15684,62497
8610000US63336,63336,"ZIP 63336 (Clarksville, MO)",00,Total for all sectors,2014,28,e,D,D
8610000US63338,63338,"ZIP 63338 (Cottleville, MO)",00,Total for all sectors,2014,12,c,D,D
8610000US63339,63339,"ZIP 63339 (Curryville, MO)",00,Total for all sectors,2014,14,b,D,D
8610000US63341,63341,"ZIP 63341 (Defiance, MO)",00,Total for all sectors,2014,89,518,4104,20018
8610000US63342,63342,"ZIP 63342 (Dutzow, MO)",00,Total for all sectors,2014,4,47,506,1808
