GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN
Geographic identifier code,Id2,Geographic area name,2007 NAICS code,Meaning of 2007 NAICS code,Year,Number of establishments,Paid employees for pay period including March 12 (number),"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
8610000US63001,63001,"ZIP 63001 (Allenton, MO)",00,Total for all sectors,2011,7,a,D,D
8610000US63005,63005,"ZIP 63005 (Chesterfield, MO)",00,Total for all sectors,2011,1041,18131,162826,699188
8610000US63006,63006,"ZIP 63006 (Chesterfield, MO)",00,Total for all sectors,2011,17,89,723,4119
8610000US63010,63010,"ZIP 63010 (Arnold, MO)",00,Total for all sectors,2011,785,11159,69085,299594
8610000US63011,63011,"ZIP 63011 (Ballwin, MO)",00,Total for all sectors,2011,1324,17518,138203,582253
8610000US63012,63012,"ZIP 63012 (Barnhart, MO)",00,Total for all sectors,2011,125,761,5595,24553
8610000US63013,63013,"ZIP 63013 (Beaufort, MO)",00,Total for all sectors,2011,36,130,791,3239
8610000US63014,63014,"ZIP 63014 (Berger, MO)",00,Total for all sectors,2011,6,10,26,154
8610000US63015,63015,"ZIP 63015 (Catawissa, MO)",00,Total for all sectors,2011,31,105,524,2613
8610000US63016,63016,"ZIP 63016 (Cedar Hill, MO)",00,Total for all sectors,2011,102,476,2948,14138
8610000US63017,63017,"ZIP 63017 (Chesterfield, MO)",00,Total for all sectors,2011,1705,38621,622778,2506249
8610000US63019,63019,"ZIP 63019 (Crystal City, MO)",00,Total for all sectors,2011,223,3255,25594,106384
8610000US63020,63020,"ZIP 63020 (De Soto, MO)",00,Total for all sectors,2011,283,2215,11995,52763
8610000US63021,63021,"ZIP 63021 (Ballwin, MO)",00,Total for all sectors,2011,724,5924,47609,207167
8610000US63022,63022,"ZIP 63022 (Ballwin, MO)",00,Total for all sectors,2011,16,168,830,3680
8610000US63023,63023,"ZIP 63023 (Dittmer, MO)",00,Total for all sectors,2011,49,183,1168,5538
8610000US63024,63024,"ZIP 63024 (Ballwin, MO)",00,Total for all sectors,2011,4,133,344,1252
8610000US63025,63025,"ZIP 63025 (Eureka, MO)",00,Total for all sectors,2011,375,6088,34146,153750
8610000US63026,63026,"ZIP 63026 (Fenton, MO)",00,Total for all sectors,2011,1349,24390,255526,1065158
8610000US63028,63028,"ZIP 63028 (Festus, MO)",00,Total for all sectors,2011,596,6254,43597,188298
8610000US63030,63030,"ZIP 63030 (Fletcher, MO)",00,Total for all sectors,2011,3,a,D,D
8610000US63031,63031,"ZIP 63031 (Florissant, MO)",00,Total for all sectors,2011,666,7082,43462,195211
8610000US63032,63032,"ZIP 63032 (Florissant, MO)",00,Total for all sectors,2011,5,17,41,206
8610000US63033,63033,"ZIP 63033 (Florissant, MO)",00,Total for all sectors,2011,724,7987,38731,164002
8610000US63034,63034,"ZIP 63034 (Florissant, MO)",00,Total for all sectors,2011,197,1592,8683,40012
8610000US63036,63036,"ZIP 63036 (French Village, MO)",00,Total for all sectors,2011,7,40,155,817
8610000US63037,63037,"ZIP 63037 (Gerald, MO)",00,Total for all sectors,2011,53,651,4778,18816
8610000US63038,63038,"ZIP 63038 (Glencoe, MO)",00,Total for all sectors,2011,141,745,5243,25409
8610000US63039,63039,"ZIP 63039 (Gray Summit, MO)",00,Total for all sectors,2011,20,f,D,D
8610000US63040,63040,"ZIP 63040 (Grover, MO)",00,Total for all sectors,2011,188,1762,10854,47041
8610000US63041,63041,"ZIP 63041 (Grubville, MO)",00,Total for all sectors,2011,5,b,D,D
8610000US63042,63042,"ZIP 63042 (Hazelwood, MO)",00,Total for all sectors,2011,695,18277,194243,832547
8610000US63043,63043,"ZIP 63043 (Maryland Heights, MO)",00,Total for all sectors,2011,810,27113,357336,1434593
8610000US63044,63044,"ZIP 63044 (Bridgeton, MO)",00,Total for all sectors,2011,813,22953,236293,965967
8610000US63045,63045,"ZIP 63045 (Earth City, MO)",00,Total for all sectors,2011,340,16369,239020,1081362
8610000US63047,63047,"ZIP 63047 (Hematite, MO)",00,Total for all sectors,2011,1,b,D,D
8610000US63048,63048,"ZIP 63048 (Herculaneum, MO)",00,Total for all sectors,2011,79,1301,11895,52011
8610000US63049,63049,"ZIP 63049 (High Ridge, MO)",00,Total for all sectors,2011,321,2478,17796,85407
8610000US63050,63050,"ZIP 63050 (Hillsboro, MO)",00,Total for all sectors,2011,260,1616,8871,41647
8610000US63051,63051,"ZIP 63051 (House Springs, MO)",00,Total for all sectors,2011,211,1476,8673,39380
8610000US63052,63052,"ZIP 63052 (Imperial, MO)",00,Total for all sectors,2011,326,1967,11635,53581
8610000US63053,63053,"ZIP 63053 (Kimmswick, MO)",00,Total for all sectors,2011,9,b,D,D
8610000US63055,63055,"ZIP 63055 (Labadie, MO)",00,Total for all sectors,2011,60,f,D,D
8610000US63056,63056,"ZIP 63056 (Leslie, MO)",00,Total for all sectors,2011,18,96,595,2649
8610000US63057,63057,"ZIP 63057 (Liguori, MO)",00,Total for all sectors,2011,7,b,D,D
8610000US63060,63060,"ZIP 63060 (Lonedell, MO)",00,Total for all sectors,2011,25,101,587,2712
8610000US63061,63061,"ZIP 63061 (Luebbering, MO)",00,Total for all sectors,2011,2,a,D,D
8610000US63065,63065,"ZIP 63065 (Mapaville, MO)",00,Total for all sectors,2011,8,254,1005,4416
8610000US63066,63066,"ZIP 63066 (Morse Mill, MO)",00,Total for all sectors,2011,2,a,D,D
8610000US63068,63068,"ZIP 63068 (New Haven, MO)",00,Total for all sectors,2011,126,1301,8929,38394
8610000US63069,63069,"ZIP 63069 (Pacific, MO)",00,Total for all sectors,2011,350,3833,28461,126216
8610000US63070,63070,"ZIP 63070 (Pevely, MO)",00,Total for all sectors,2011,120,1624,18339,85831
8610000US63071,63071,"ZIP 63071 (Richwoods, MO)",00,Total for all sectors,2011,12,63,579,2238
8610000US63072,63072,"ZIP 63072 (Robertsville, MO)",00,Total for all sectors,2011,30,95,439,2408
8610000US63073,63073,"ZIP 63073 (Saint Albans, MO)",00,Total for all sectors,2011,29,c,1735,8502
8610000US63074,63074,"ZIP 63074 (Saint Ann, MO)",00,Total for all sectors,2011,271,3237,17257,76731
8610000US63077,63077,"ZIP 63077 (Saint Clair, MO)",00,Total for all sectors,2011,239,1939,13225,56311
8610000US63079,63079,"ZIP 63079 (Stanton, MO)",00,Total for all sectors,2011,4,8,26,147
8610000US63080,63080,"ZIP 63080 (Sullivan, MO)",00,Total for all sectors,2011,352,4852,32609,139498
8610000US63084,63084,"ZIP 63084 (Union, MO)",00,Total for all sectors,2011,465,5814,40738,181073
8610000US63087,63087,"ZIP 63087 (Valles Mines, MO)",00,Total for all sectors,2011,4,11,18,61
8610000US63088,63088,"ZIP 63088 (Valley Park, MO)",00,Total for all sectors,2011,236,2814,18641,85698
8610000US63089,63089,"ZIP 63089 (Villa Ridge, MO)",00,Total for all sectors,2011,84,522,3032,15552
8610000US63090,63090,"ZIP 63090 (Washington, MO)",00,Total for all sectors,2011,783,11905,91007,395109
8610000US63091,63091,"ZIP 63091 (Rosebud, MO)",00,Total for all sectors,2011,26,128,526,2368
8610000US63099,63099,"ZIP 63099 (Fenton, MO)",00,Total for all sectors,2011,10,h,D,D
8610000US63101,63101,"ZIP 63101 (Saint Louis, MO)",00,Total for all sectors,2011,624,18300,402626,1311732
8610000US63102,63102,"ZIP 63102 (Saint Louis, MO)",00,Total for all sectors,2011,486,18753,322713,1316474
8610000US63103,63103,"ZIP 63103 (Saint Louis, MO)",00,Total for all sectors,2011,751,31966,428494,1490332
8610000US63104,63104,"ZIP 63104 (Saint Louis, MO)",00,Total for all sectors,2011,531,13213,136567,604001
8610000US63105,63105,"ZIP 63105 (Saint Louis, MO)",00,Total for all sectors,2011,1508,26476,554838,2095117
8610000US63106,63106,"ZIP 63106 (Saint Louis, MO)",00,Total for all sectors,2011,221,4432,43314,185141
8610000US63107,63107,"ZIP 63107 (Saint Louis, MO)",00,Total for all sectors,2011,167,1472,10767,46866
8610000US63108,63108,"ZIP 63108 (Saint Louis, MO)",00,Total for all sectors,2011,758,12836,103950,431486
8610000US63109,63109,"ZIP 63109 (Saint Louis, MO)",00,Total for all sectors,2011,517,4453,27881,122039
8610000US63110,63110,"ZIP 63110 (Saint Louis, MO)",00,Total for all sectors,2011,751,29876,328072,1377063
8610000US63111,63111,"ZIP 63111 (Saint Louis, MO)",00,Total for all sectors,2011,296,4962,47342,190791
8610000US63112,63112,"ZIP 63112 (Saint Louis, MO)",00,Total for all sectors,2011,281,3347,22927,105509
8610000US63113,63113,"ZIP 63113 (Saint Louis, MO)",00,Total for all sectors,2011,215,2588,16223,66640
