GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQ1T,PAYANT
Geographic identifier code,Id2,Geographic area name,2002 NAICS code,Meaning of 2002 NAICS code,Year,Number of establishments,Number of employees,"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
8610000US63456,63456,"ZIP 63456 (Monroe City, MO)",00,Total for all sectors,2004,121,1756,9621,39132
8610000US63457,63457,"ZIP 63457 (Monticello, MO)",00,Total for all sectors,2004,9,23,121,570
8610000US63458,63458,"ZIP 63458 (Newark, MO)",00,Total for all sectors,2004,7,c,D,D
8610000US63459,63459,"ZIP 63459 (New London, MO)",00,Total for all sectors,2004,70,312,2068,8780
8610000US63460,63460,"ZIP 63460 (Novelty, MO)",00,Total for all sectors,2004,8,87,356,2382
8610000US63461,63461,"ZIP 63461 (Palmyra, MO)",00,Total for all sectors,2004,154,2122,14901,60089
8610000US63462,63462,"ZIP 63462 (Perry, MO)",00,Total for all sectors,2004,53,364,1618,8017
8610000US63463,63463,"ZIP 63463 (Philadelphia, MO)",00,Total for all sectors,2004,8,24,237,793
8610000US63464,63464,"ZIP 63464 (Plevna, MO)",00,Total for all sectors,2004,1,a,D,D
8610000US63465,63465,"ZIP 63465 (Revere, MO)",00,Total for all sectors,2004,4,18,72,314
8610000US63468,63468,"ZIP 63468 (Shelbina, MO)",00,Total for all sectors,2004,102,911,4495,19440
8610000US63469,63469,"ZIP 63469 (Shelbyville, MO)",00,Total for all sectors,2004,37,106,335,1754
8610000US63471,63471,"ZIP 63471 (Taylor, MO)",00,Total for all sectors,2004,44,256,1276,5160
8610000US63472,63472,"ZIP 63472 (Wayland, MO)",00,Total for all sectors,2004,8,36,148,883
8610000US63473,63473,"ZIP 63473 (Williamstown, MO)",00,Total for all sectors,2004,5,a,D,D
8610000US63474,63474,"ZIP 63474 (Wyaconda, MO)",00,Total for all sectors,2004,6,41,166,844
8610000US63501,63501,"ZIP 63501 (Kirksville, MO)",00,Total for all sectors,2004,692,8381,45671,190644
8610000US63530,63530,"ZIP 63530 (Atlanta, MO)",00,Total for all sectors,2004,16,b,D,D
